,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
627,nm13881129,Kelsey Van Puyenbroeck,\N,\N,,\N,7.109308,8.044091
628,nm2561547,Stephen Ruzow,\N,\N,,tt0456001,-0.5161005,7.1277165
629,nm0778017,Ida Schylander,1869,1938,actress,"tt0019441,tt0014917",7.7420454,7.2474785
630,nm14405936,Vishnu Mahana,\N,\N,,\N,4.5234923,3.1652415
631,nm9054596,Nina Montina,\N,\N,actress,tt6986982,6.8782306,7.59389
632,nm10446136,Mahmut Turan,\N,\N,camera_department,"tt3667262,tt10075318,tt9703960,tt9706026",3.4846,3.8614466
633,nm8456088,Jungwoo Kim,\N,\N,director,tt6082680,6.494824,2.754779
634,nm10281609,Azer Zawali,\N,\N,actor,"tt21191110,tt7602344",3.612776,4.3189893
635,nm7548948,Minami Kabayama,\N,\N,actress,"tt10257002,tt4616700,tt5329190,tt5347634",6.0098176,4.8101015
636,nm7203239,Sandra Smith,\N,\N,actress,tt4537414,7.6246896,7.963184
637,nm10090241,Fabio Fabietti,\N,\N,camera_department,tt0232705,3.246101,8.431122
638,nm4472844,Brian Carrol,\N,\N,miscellaneous,tt0371724,-0.60985166,8.463187
639,nm1590493,Dana Reneau,\N,\N,,\N,5.539227,9.276008
640,nm10532931,Courtney Hemphill,\N,\N,,tt9904010,7.607266,9.445776
641,nm1795542,Jardi Frantz,\N,\N,,"tt0437394,tt0437390,tt0357362,tt0437395",6.7498507,7.8519707
642,nm2039752,Mel McDougal,\N,\N,"writer,producer","tt0264972,tt0480946",0.70544064,8.378532
643,nm6424517,Meia Carrs,\N,\N,actor,tt3665114,5.0335755,6.846979
644,nm13041134,N.B. Isaacs,\N,\N,,\N,-0.5139338,8.482681
645,nm13601360,Ken Powers,\N,\N,miscellaneous,tt19720492,-0.8885758,6.7367277
646,nm6366930,Nicholas Vaky,\N,\N,"director,actor,writer",tt3604558,2.4111729,5.1725698
647,nm7308060,Niek van Gorp,\N,\N,visual_effects,tt3759416,1.581992,5.750249
648,nm12076335,Maria Borisenkova,\N,\N,visual_effects,tt13425470,6.1786175,6.8512545
649,nm2960763,Jan Dulles,\N,\N,"actor,composer,soundtrack","tt5670262,tt14846152,tt6917444,tt0830183",6.4954157,7.132107
650,nm12317007,Stas Yahontov,\N,\N,actor,tt11739316,3.7859945,5.582101
651,nm5088789,Bienvenido Barbachono,\N,\N,actor,tt0347354,4.2857523,7.172388
652,nm9419984,Diego De Leon Rey,\N,\N,actor,tt7635306,3.220561,9.548975
653,nm5497723,Shawn Wren,\N,\N,,\N,-0.0069126575,9.846936
654,nm9234173,David Robbins,\N,\N,music_department,tt7307120,-0.11515576,7.445951
655,nm5201179,Al Tourettes,\N,\N,soundtrack,"tt0947798,tt18556274",0.13395949,8.207011
656,nm14575485,Aman Bhatia,\N,\N,director,\N,4.550008,3.628406
657,nm4055100,Lavar Johnson,\N,\N,,"tt2738038,tt2278605,tt1615387,tt1841849",0.68919796,9.655866
658,nm9552304,Mahlon Bast,\N,\N,"actor,writer,assistant_director","tt27661476,tt27661633,tt8628886,tt27661754",3.4089565,5.5875516
659,nm11767427,Clark Brown,\N,\N,"actor,writer,cinematographer","tt12780656,tt12780558,tt13070168,tt12780698",-1.2932829,9.239115
660,nm11578797,Gessa De Guzman,\N,\N,miscellaneous,tt10619522,5.837951,8.322639
661,nm9003459,Sifa Rose,\N,\N,,\N,7.3590884,8.001518
662,nm12198583,Alfonso Trejo,\N,\N,actor,tt12935278,3.5635684,9.472521
663,nm2020303,Miloud Akdim,\N,\N,"location_management,production_manager,miscellaneous","tt0436982,tt1003052,tt1149361,tt0399738",4.1395245,5.273553
664,nm7367039,Cherkaoui Said,\N,\N,,"tt4730420,tt4730464,tt4730482",3.5469646,7.9659243
665,nm9870626,Tyrell James,\N,\N,actor,tt6375168,-0.15117422,9.042263
666,nm8437386,Julian Echavarria,\N,\N,"camera_department,producer","tt14396058,tt7272242,tt2443822,tt21099904",2.4285254,9.287289
667,nm0279682,Maurice Fisher,\N,\N,"camera_department,cinematographer","tt0399985,tt0135095,tt0230975,tt0240255",0.6198557,8.759228
668,nm9804628,Daniel Moussier,\N,\N,assistant_director,tt0217885,2.09404,7.8384237
669,nm4548995,Lynette Dempsey,\N,\N,,\N,7.5134625,9.207335
670,nm13478380,Pouya Bayat,\N,\N,music_department,"tt2301165,tt14888378,tt1091728",4.8849745,4.733666
671,nm11704418,Mark Lester Hernandez,\N,\N,actor,tt12624578,3.1983387,9.957986
672,nm2605425,Evelyne Ghironi,\N,\N,actress,tt0296586,7.0118737,7.364953
673,nm0337422,Eduard Grecner,1931,\N,"director,writer,assistant_director","tt0240830,tt0240768,tt0202927,tt0175581",1.3988005,6.4907417
674,nm6037874,Orin Mucuskah,\N,\N,casting_department,tt5123866,4.34974,4.890543
675,nm0599276,Carmem Montel,\N,\N,actress,"tt0194329,tt0352971,tt0194464",3.6858892,9.074775
676,nm3900455,Ed Montgomery,\N,\N,miscellaneous,tt0157233,-0.7984524,8.207543
677,nm10947805,Aaron Kuder,\N,\N,,"tt11120004,tt12402564,tt14618142",-0.012123761,9.545447
678,nm5426744,Chris Larsen,\N,\N,animation_department,tt2355236,0.38471258,10.010195
679,nm5959713,Victor Hugo Fernandes,\N,\N,assistant_director,tt3202906,2.8182354,7.993181
680,nm12514143,Kittie Ferguson,\N,\N,,\N,-0.96339035,8.294646
681,nm13156544,Gavin Berg,\N,\N,miscellaneous,tt6400476,-1.1900766,9.337902
682,nm3163858,Takaharu Hirano,\N,\N,"animation_department,special_effects","tt1112799,tt0371502,tt1566528,tt3198698",6.44806,4.618574
683,nm11849854,John Stahlman,\N,\N,script_department,tt6483422,0.9585984,7.561004
684,nm11154995,Mary Caldwell,\N,\N,actress,tt3076274,9.018093,8.452979
685,nm2665991,Robert Casiello,\N,\N,"actor,producer,writer","tt3679164,tt6285630,tt8320658,tt2848292",3.2400994,8.3979845
686,nm9155726,Paulina Sussman,\N,\N,"producer,assistant",tt12585076,6.6584306,6.981361
687,nm12207679,Mamta Chaturya,\N,\N,actress,tt2103372,4.871287,4.648918
688,nm9759588,Feilong Li,\N,\N,animation_department,tt4255554,7.4401755,2.7093737
689,nm4704807,Moroni Navarro,\N,\N,miscellaneous,tt0840322,3.3127964,10.059882
690,nm12343419,Sophie Borrel,\N,\N,sound_department,tt14105616,7.9642277,7.2790976
691,nm4646515,Mirna Carbajal,\N,\N,"make_up_department,actress","tt7461372,tt3203834,tt2016150",5.842564,7.764141
692,nm9442339,Staphanie Buys,\N,\N,miscellaneous,tt7668888,3.4998538,6.159353
693,nm1667913,Tom Mastronardi,\N,\N,,\N,2.6355364,6.5028605
694,nm2762924,Cristina Zavalia,\N,\N,miscellaneous,"tt1797404,tt0320661,tt11514868",5.746526,8.095676
695,nm2325846,Irene Bower,\N,\N,miscellaneous,tt0102710,6.9786353,7.8999095
696,nm1677175,Mike Sandwich,\N,\N,music_department,tt0415727,1.1767576,8.296917
697,nm12021652,Wojciech Jedrochowicz,\N,\N,camera_department,tt1086224,2.36188,5.731949
698,nm10208951,Stefan Winkler,\N,\N,miscellaneous,tt6009928,1.3331573,6.6444397
699,nm6186308,Hyun Jin Ryu,\N,\N,animation_department,tt0260602,6.55159,2.7633665
700,nm9866081,Gene Simmons,\N,\N,,tt0423652,-0.051889252,9.686484
701,nm8479579,Darian Polic,\N,\N,actor,"tt5868220,tt4893452,tt4942270,tt6361854",3.9961565,5.179541
702,nm2488241,Svetlana Suksina,\N,\N,miscellaneous,tt0923973,6.048439,6.6839037
703,nm7527953,Mark Arscott,\N,\N,miscellaneous,"tt11703710,tt3457508,tt10466872,tt4939950",-0.04339827,7.613143
704,nm12484784,Michelle Agdomar,\N,\N,miscellaneous,tt10982034,7.0684466,9.910297
705,nm0146368,Chelsea Catthouse,\N,\N,actress,tt0113416,5.4471564,9.129246
706,nm10281038,Faizan Uzma,\N,\N,editorial_department,tt9333564,3.7298493,4.3370233
707,nm4235622,Brighid Moeller,\N,\N,actress,tt1801822,1.6932795,6.8424664
708,nm9365026,Daniel Oxenhandler,\N,\N,"assistant_director,producer,production_designer",tt7544798,1.6875383,7.817334
709,nm8336207,Zach Wilhelm,\N,\N,actor,tt5935064,1.0144827,6.9727616
710,nm15001978,Yukino Miyazaki,\N,\N,actress,tt27599840,6.404721,4.8657756
711,nm3726009,Chris King,\N,\N,,"tt9229144,tt0115286",0.7839011,9.755694
712,nm10375067,Sarah Hilton,\N,\N,camera_department,\N,8.001593,9.334644
713,nm9117592,Paris Wilson,\N,\N,,\N,7.6064,8.3885765
714,nm0164037,James Kenelm Clarke,1941,2020,"soundtrack,director,producer","tt0095233,tt0190427,tt0084051,tt0144117",-0.08188856,8.710784
715,nm13219772,Ramesh Mishra,\N,\N,,\N,4.2149043,3.210389
716,nm9237130,Serene Simons,\N,\N,transportation_department,tt5730352,7.924132,8.537795
717,nm6981806,Frederick Harper,\N,\N,,\N,0.8300897,8.435977
718,nm6668163,Michael Fevang,\N,\N,"cinematographer,editor","tt5678950,tt5678260,tt3903262,tt27873757",0.7567916,7.501709
719,nm9211250,Verge Whitworth,\N,\N,miscellaneous,tt7083846,0.8018003,8.089964
720,nm0860243,James Thompson,\N,\N,actor,"tt0016557,tt0015769",0.9057095,9.094877
721,nm5313689,João Ramos,\N,\N,miscellaneous,tt2435866,3.1889126,9.093815
722,nm7275841,Evgeny Pilugin,\N,\N,actor,tt4623300,2.3078737,5.0115094
723,nm9400056,Jess Cochrane,\N,\N,actor,tt7604538,7.7773137,9.652513
724,nm3917695,Alvaro Lacayo,\N,\N,"editorial_department,actor,editor","tt7197442,tt6385818,tt5746722,tt1659221",3.281371,9.0414295
725,nm13060215,Lee Jung-min IV,\N,\N,actor,tt15758512,6.5915065,2.739418
726,nm12273743,Maher Mahmood,\N,\N,camera_department,tt15451170,3.6232316,3.7511926
727,nm4498899,Lorraine Carita,\N,\N,"camera_department,producer,miscellaneous","tt2845086,tt16288666,tt4518320,tt1566154",6.634007,7.8210964
728,nm0422745,Aljon Jimenez,\N,\N,actor,"tt0311349,tt0403156,tt0372055,tt0155844",3.3987966,9.973517
729,nm7667775,Igor Romanov,\N,\N,actor,tt5130762,2.3221245,5.152952
730,nm11019347,Letícia Yabá,\N,\N,"sound_department,producer","tt14603094,tt8267282,tt14963434",5.655685,8.370233
731,nm14269587,Mariah Fleetham,\N,\N,visual_effects,tt13443470,6.506773,8.897884
732,nm14749696,Devin Hipp,\N,\N,miscellaneous,tt26447649,-0.47705257,9.122217
733,nm8134198,Katia Portuguez,\N,\N,actress,tt5699486,6.127285,8.34482
734,nm3644447,Raija Hytönen,\N,\N,actress,tt1364371,4.901468,5.758768
735,nm5806742,Andrea Selene Santana Amezcua,\N,\N,actress,tt3003520,5.5256853,8.622116
736,nm6668559,Mary Echols,\N,\N,,tt3231534,9.003137,8.423211
737,nm10594821,J.D. Delgado,\N,\N,,tt6225166,3.3928034,9.99814
738,nm5258852,Manuela Suderow,\N,\N,editor,tt2368796,5.917393,8.130754
739,nm6446432,Laura Rivero,\N,\N,make_up_department,"tt3909298,tt3903900,tt3685784",6.750379,8.581977
740,nm3700748,Dionna Parker,\N,\N,miscellaneous,"tt0337552,tt0309152",6.4300013,9.101251
741,nm4273796,Katie Blain,\N,\N,actress,tt1821336,7.316767,8.484417
742,nm8427896,Fatima Brown,\N,\N,,tt6051822,6.6047306,9.277059
743,nm7313165,Wes Streeting,\N,\N,,"tt0239164,tt11833964,tt7036182,tt11958920",-0.109166324,8.343944
744,nm13300272,Lauren Strasburger,\N,\N,writer,tt0449545,6.9600444,8.455596
745,nm0955195,Mai Zetterling,1925,1994,"actress,director,writer","tt0056677,tt0100944,tt0039398,tt0090637",5.4126935,5.426083
746,nm0540319,Gunnar Malmström,\N,\N,"composer,music_department","tt0016910,tt0027380,tt0028640,tt0032287",2.0770416,6.537986
747,nm2859338,Tatsuya Terazawa,\N,\N,,tt1004145,6.3216195,4.4869
748,nm10172895,Ryan Rigney,\N,\N,,\N,-0.6836776,9.975541
749,nm11300087,Kat Del Rosario,\N,\N,actress,tt7075488,6.093062,8.476508
750,nm11326582,Antony Irwin,\N,\N,actor,tt11730072,-0.75106514,9.259697
751,nm10218626,Jerzy Zolnierkiewicz,\N,\N,art_department,tt0441074,2.6098597,5.689839
752,nm9930440,Chengyan Li,\N,\N,assistant_director,tt8610214,7.4013877,2.9855669
753,nm6722886,Richard Sotiros,\N,\N,cinematographer,tt3980316,0.13410704,7.0684175
754,nm11729044,Dallas Perry,\N,\N,actor,tt12687974,-0.6451307,8.880187
755,nm0721848,Marian Reynolds,\N,\N,actress,tt0116126,8.210414,8.130601
756,nm11645146,Nicole Rosales,\N,\N,miscellaneous,tt11428232,6.727659,8.499338
757,nm7396276,Cody Buchanan,\N,\N,"actor,producer,sound_department","tt1196946,tt11238008,tt22780180,tt23117800",-0.017472744,10.10394
758,nm6929949,Spencer T. Ellis,\N,\N,,tt1616162,0.51198566,9.717649
759,nm4310128,Michelle Hall,\N,\N,actor,tt2332735,7.136907,9.83571
760,nm5613256,Tanisha Roy,\N,\N,actress,tt2597126,5.4844737,7.0680995
761,nm6329449,Sheila Lane,\N,\N,actress,tt0060153,8.267264,8.327548
762,nm10960204,Josh Gerson,\N,\N,sound_department,"tt12234316,tt10150908,tt7469828,tt13924484",-0.2492188,9.908257
763,nm6050443,Ken Willmott,\N,\N,,\N,-0.88464344,6.7565484
764,nm10941098,Juan Gallego,\N,\N,miscellaneous,tt0480669,4.0027747,9.563287
765,nm6338287,Bianca Ortiz,\N,\N,actress,"tt3578300,tt6241430",6.213045,8.42937
766,nm7752209,Walter Martigli,\N,\N,art_director,tt0054285,3.107584,8.039233
767,nm10368070,Jordan Moreau,\N,\N,"set_decorator,art_department,miscellaneous","tt13059278,tt10061766,tt12022192,tt6628462",0.7921733,10.016067
768,nm2767510,Kraig Kehrer,\N,\N,actor,"tt1083476,tt2030308",2.1988876,6.3478594
769,nm1827594,Juliandra Valdez,\N,\N,actress,tt0437984,5.536194,8.5218315
770,nm9702725,Siriwat Duangthong,\N,\N,art_department,tt5636668,6.4491744,3.216023
771,nm2402941,Lucas Tseredzé,\N,\N,actor,tt0406075,-1.527908,7.353109
772,nm1805360,Yoshitsugu Nakajima,\N,\N,assistant_director,"tt2470070,tt0440796,tt3477714,tt2519890",6.469634,4.656411
773,nm3255808,César Abanades,\N,\N,"sound_department,visual_effects,special_effects","tt1629747,tt3448078,tt0255725,tt0455494",3.5266526,9.248204
774,nm14761884,Shawn Weeks,\N,\N,,\N,-0.10254421,9.724812
775,nm3588264,Albert Amin,\N,\N,miscellaneous,tt1494804,3.482783,4.034812
776,nm3416261,Mark De Vera,\N,\N,art_department,tt0346482,3.0382535,8.849338
777,nm0702307,Negro Pérez,\N,\N,actor,tt0271750,3.2617927,10.02002
778,nm10736043,Fumiko Takesato,\N,\N,actress,tt10423432,6.172614,4.852705
779,nm2922659,Bonaventura Kalou,\N,\N,,"tt10594706,tt15124178,tt1185410",5.278049,4.6314006
780,nm11357065,Peter Burdett,\N,\N,miscellaneous,\N,0.64792645,6.4773006
781,nm5339938,David Lanagan,\N,\N,,\N,0.14243397,7.2714615
782,nm9665117,Robin File,\N,\N,"music_department,sound_department",tt7557886,5.482742,10.322557
783,nm0870492,Arthur Tracy,1899,1997,"actor,soundtrack,writer","tt0022675,tt0026367,tt0028885,tt0028733",0.40633273,8.736718
784,nm0690526,Salvador Pons,\N,\N,"assistant_director,writer,production_manager","tt0112922,tt0101431,tt0093840,tt0091981",3.6010027,10.016822
785,nm10124902,Elexis Houston,\N,\N,miscellaneous,"tt11707368,tt13540198,tt11139128,tt14640072",4.7844696,8.076927
786,nm13220223,Veronika Palugyaiová,\N,\N,"actress,stunts",tt16437154,5.830142,6.6981754
787,nm10349606,Tali Saxon,\N,\N,actor,tt9489714,6.41686,8.944602
788,nm8364371,Alexis McIntyre,\N,\N,"actress,make_up_department","tt10767760,tt5969552",5.8546686,9.144692
789,nm12563878,Chyanne Flores,\N,\N,"actress,director,writer","tt27851471,tt14630476,tt15107556",5.510818,8.761644
790,nm12561369,Stephanie Ortega,\N,\N,actress,tt14624932,6.1419516,8.729123
791,nm7277669,Khaki Bedford,\N,\N,camera_department,tt4188436,4.296032,7.509818
792,nm0793863,Merrill Sindler,\N,\N,"art_department,production_designer,art_director","tt0185797,tt0040048,tt0068838,tt0300788",-0.1053259,7.09988
793,nm1204341,Benedicte Strøm,\N,\N,writer,"tt0391466,tt0324926,tt0332992",3.014782,6.1481285
794,nm14151983,Günter Pelzl,\N,\N,,"tt4964258,tt19266710",1.642338,6.7319875
795,nm11013959,Lamel Assir,\N,\N,,tt2179140,3.56173,4.101838
796,nm2302033,Skye Regan,1988,\N,"actress,miscellaneous,camera_department","tt0488712,tt0288937,tt5116558,tt0420416",7.643152,9.067667
797,nm1293382,The Leopard Lady,\N,\N,actress,tt0043954,7.5054636,7.255619
798,nm13989035,Luis Sérgio Vieira,\N,\N,actor,tt12363190,3.527512,9.000849
799,nm1764799,Daniel Meisel,\N,\N,"producer,writer,production_manager","tt0782843,tt0479918,tt1629762,tt0432258",1.810309,7.914504
800,nm10276612,Fatih Aykurt,\N,\N,actor,"tt6536562,tt21764804,tt10319866",3.525682,4.155343
801,nm0731932,Larry Robertson,\N,\N,"camera_department,producer","tt5607222,tt0085908,tt0096054,tt0068752",1.19947,9.046783
802,nm9375274,Sébastien Tanguay,\N,\N,"transportation_department,location_management","tt10819348,tt11235772,tt10279362,tt9731682",2.6909387,7.5625687
803,nm5658588,Andrew Stanley,\N,\N,miscellaneous,tt2289098,-0.2699898,8.041866
804,nm11307423,Iliaria Porchella,\N,\N,miscellaneous,tt9850050,4.636289,7.1299586
805,nm7677250,William Hall,\N,\N,,tt5140108,-0.37768078,8.118261
806,nm0773288,Elisabeth Schmidt-Nielsen,\N,\N,actress,tt0065041,7.1803474,7.226408
807,nm3017255,Josh Penn,\N,\N,"producer,sound_department","tt6288250,tt2125435,tt2420124,tt7689906",-0.34176907,9.81738
808,nm5560042,Tomoya Ohata,\N,\N,visual_effects,"tt6235532,tt6063024,tt2748546,tt6857956",6.0056357,4.7953625
809,nm15072061,Zach Horowitz,\N,\N,,\N,0.20988624,9.409671
810,nm7173231,Tyler Burgess,\N,\N,"actor,composer",\N,-0.058188826,10.1617155
811,nm11913581,Mateus Barbosa Da Silva,\N,\N,"actor,miscellaneous","tt5788792,tt13129106",3.4645565,8.929688
812,nm6043016,Ansshuman Jena,\N,\N,animation_department,tt3229036,3.5764158,6.4940467
813,nm13101660,Claudia Fohrer,\N,\N,producer,tt15881594,7.4335856,7.919855
814,nm1601292,Ola Wilhelmsson,\N,\N,actor,tt0220257,6.9052963,7.0328355
815,nm13661843,Johnny Parker,\N,\N,producer,\N,1.724146,8.889107
816,nm9101696,Bhagwan Sahu,\N,\N,miscellaneous,tt6926486,4.6658235,4.0369625
817,nm2370717,Tony Russell,\N,\N,,tt0199248,-0.9751313,8.665797
818,nm5390479,Maurizio Sacchetti,\N,\N,actor,"tt4432546,tt2521950",3.4266124,8.166514
819,nm4453817,James Rynearson,\N,\N,,tt1928238,0.003388,9.087478
820,nm12234239,Randy Virden,\N,\N,actor,tt7471838,0.5537985,9.1291275
821,nm10126678,Jake George Jackson,\N,\N,"camera_department,director,cinematographer","tt8996382,tt8286568,tt9531956,tt9074306",-1.2535099,8.875243
822,nm0628577,Richard Newton,1911,2006,"producer,actor,writer","tt0062589,tt0056745,tt0051497,tt0068067",-0.027644096,7.09878
823,nm14096135,John McCarthy,\N,\N,,tt0158435,9.388928e-05,8.391171
824,nm8689286,Lance Thomas,\N,\N,actor,"tt6395014,tt6395278,tt6394824",1.0395747,9.914685
825,nm2738711,Mike Spendlove,\N,\N,actor,tt0486656,1.1720005,8.241822
826,nm14922537,Vienna Prynkiewicz,\N,\N,camera_department,tt27956925,2.3767176,5.784214
827,nm4553750,Daniel Gomez,\N,\N,sound_department,"tt5481154,tt2002727",3.377932,10.107789
828,nm7015217,Salah Massoud,\N,\N,actor,"tt2359935,tt5950646,tt4310226",3.382985,3.9608626
829,nm3711546,Dobe Dorje,\N,\N,actor,tt1483811,3.9902444,5.659741
830,nm11897219,Collin Sandler,\N,\N,,\N,1.6154273,7.447111
831,nm10976565,Emma Croft,\N,\N,production_manager,tt10922588,7.8676844,6.9450164
832,nm1184477,Carmen Kerr,\N,\N,"production_manager,producer,miscellaneous","tt12550304,tt14784858,tt15004156,tt7510024",5.846169,8.71564
833,nm14929160,Josh Hornik,\N,\N,,\N,-0.47703284,9.914291
834,nm5226376,Robert Probst,\N,\N,,\N,0.5843177,7.288645
835,nm3504372,Lauren Grey Harrison,\N,\N,make_up_department,"tt1654826,tt1543839,tt1453978,tt1466496",6.782791,8.923812
836,nm3983886,Lu Ning Chen,\N,\N,actor,tt1071812,7.3580036,2.7924821
837,nm2514779,Beatrice Wülfing,\N,\N,actress,tt0121027,6.9304113,7.368141
838,nm6422004,Gavin Eddings,\N,\N,"actor,camera_department,director","tt10290886,tt4084282,tt5375360,tt8558808",-1.206332,9.340104
839,nm12509364,Archie Hine,\N,\N,actor,tt14502922,0.32602555,7.941641
840,nm12551875,Flippy Nevarez,\N,\N,actor,tt14600880,3.4890137,4.8932557
841,nm10188939,Melecio Estrella,\N,\N,,tt4036176,4.541376,7.1012483
842,nm12504070,Loulou Bertal,\N,\N,actress,tt0258694,6.65229,8.106471
843,nm5249786,Carel van Goch,\N,\N,"camera_department,cinematographer,writer","tt7404720,tt10521092,tt7522406,tt10912940",1.5175318,5.802422
844,nm9312243,Christophe Simonet,\N,\N,art_department,"tt4333474,tt6217122,tt5115024",2.9026463,7.5691605
845,nm14082602,Ian Thunder,\N,\N,sound_department,"tt13932976,tt19785004,tt9472334",-0.8883109,9.290432
846,nm4066467,Renuaras Krivelis,\N,\N,art_department,"tt10521092,tt20225374,tt1034303,tt4574334",4.2868757,6.1324725
847,nm12322136,Giancarlo Freggia,\N,\N,"actor,producer",tt5255594,3.5046372,8.065706
848,nm6432732,Patricia Z Douglas,\N,\N,,\N,6.4013743,7.7476177
849,nm7199277,Joann Pappas,\N,\N,producer,tt4533036,5.3502016,7.2193236
850,nm1186457,Tom-Tom,\N,\N,editor,"tt0320586,tt0320585,tt0320582,tt12938456",0.7233293,10.278304
851,nm2321937,Paul Virilio,1932,2018,writer,"tt14857356,tt1574526,tt0815352,tt3628372",2.5727727,8.03961
852,nm0509779,Heinz Lieven,1928,2021,actor,"tt0076113,tt3704050,tt1440345,tt1225797",1.9441227,6.80083
853,nm8115860,Melissa Cabral,\N,\N,producer,tt5686316,8.295054,9.523113
854,nm14078117,Andrzej Stypula,\N,\N,producer,tt22264366,2.7241845,5.680936
855,nm4214888,Dani McCune,\N,\N,actress,tt1791648,7.511839,9.395906
856,nm10524572,Gönül Eyyüboglu,\N,\N,make_up_department,tt9883806,4.457817,5.1139555
857,nm8564476,Monica Hirsch,\N,\N,producer,tt6166152,7.9859595,8.246595
858,nm10555542,Simone Stefanizzi,\N,\N,composer,"tt9415558,tt7799378,tt9807564",6.004442,7.4983177
859,nm1852018,Christie So,1975,\N,,\N,8.527922,8.631952
860,nm10914812,Alan Ossandon,\N,\N,art_department,tt7360840,-0.10130387,7.537012
861,nm11006309,Jamie Day,\N,\N,"cinematographer,editor",tt11000208,-1.0914276,9.829986
862,nm15004890,Akbar Bhuniya,\N,\N,art_department,\N,3.5329905,3.6384149
863,nm0906739,Eiji Wakasugi,1926,\N,actor,"tt22939962,tt0064472,tt5051162,tt2983740",6.2521205,4.6196446
864,nm9562932,Lina Urbonaite,\N,\N,"actor,production_manager,script_department","tt7887520,tt7887140",6.377596,7.484006
865,nm9337133,Mahmood Bilal,\N,\N,actor,"tt8081138,tt7495224",3.5852804,3.6408882
866,nm10602614,Mike Mike Young,\N,\N,actor,"tt12781876,tt10145270,tt10981010",1.1574019,8.366212
867,nm11636752,Gyula Tihanyi,1946,2016,,tt12451500,4.8339906,4.8766174
868,nm7802407,Guillaume Millochau,\N,\N,actor,"tt7325910,tt6129444,tt5285032",2.6564038,7.496704
869,nm6418140,Ken Grohs,\N,\N,"cinematographer,composer,editor","tt3658856,tt4137670",-0.80936444,6.864765
870,nm2960413,Grzegorz Halama,1970,\N,"actor,director,writer","tt27164421,tt11054928,tt27166407,tt27166392",3.1555157,5.382274
871,nm0268672,Kiley Fascia,\N,\N,"miscellaneous,art_department,production_manager","tt0120694,tt0120786,tt0330793,tt0119217",0.44126502,9.702617
872,nm14267288,Kathryne Dameron-Johnstone,\N,\N,producer,tt21078942,7.99783,8.097693
873,nm6467599,Amparo Duque,\N,\N,art_director,tt0196318,4.4191947,7.1021156
874,nm5722057,Daniel Nicodème,\N,\N,actor,"tt3352860,tt4221794,tt8254556,tt0309193",1.9111896,7.97822
875,nm1654746,Burton Dunn,\N,\N,actor,tt0417276,-0.6650604,9.31507
876,nm1230030,Elsa Perrier,\N,\N,actress,tt0296141,6.70808,7.4701633
877,nm11928093,Carol Agudo,\N,\N,actress,tt13161184,8.131614,9.393023
878,nm0944423,Dax Xenis,\N,\N,"director,cinematographer,assistant_director","tt0373849,tt0252049,tt0202657,tt6499774",5.3713126,7.536575
879,nm0795769,Art Shultz,\N,\N,camera_department,"tt0210094,tt0810880",-0.32755697,7.882236
880,nm6035479,Maggie O'Brien,\N,\N,actress,tt11952382,7.658861,8.674506
881,nm8505628,Jon Bowman,\N,\N,,tt1458233,-0.06384751,8.4537525
882,nm1511208,Jason Story,\N,\N,"camera_department,producer","tt22888288,tt0235927",0.8003755,9.326206
883,nm11637502,Salman Yusuf Khan,\N,\N,actor,tt12452468,3.5659509,3.8427994
884,nm5574480,Ana Hara,\N,\N,,tt2176673,5.345287,7.4122567
885,nm2138570,Cristina Artola,\N,\N,actress,tt0495316,5.7880073,8.194992
886,nm10496854,Sinem Akyildiz,\N,\N,actress,\N,3.9590647,5.190422
887,nm13036365,Carol Defeciani,\N,\N,,tt1020913,8.139022,9.374526
888,nm10610680,Rocío Danussi,\N,\N,,\N,3.484799,8.203764
889,nm1159651,Rajesh Manandher,\N,\N,producer,tt0315241,4.247232,3.1545155
890,nm4380008,Leonor Pereira,\N,\N,,"tt2102390,tt1863316",3.354866,8.980648
891,nm11142873,Alp Iren,\N,\N,miscellaneous,tt7832124,4.132207,4.8859425
892,nm3809481,Ellie Mooney,\N,\N,,tt1288699,7.941045,8.6823
893,nm4356662,Philip P. Mason,\N,\N,miscellaneous,tt1822300,0.4006923,8.455783
894,nm0620410,Daizaburô Nakayama,\N,\N,actor,tt0279473,6.236682,4.7034016
895,nm13214020,Andrzej Zorski,\N,\N,miscellaneous,tt16341396,2.703557,5.5785785
896,nm12063502,Jennifer Nicole Martinez Roussellaty,\N,\N,actress,tt13458432,7.2057037,9.798026
897,nm6514245,Mike Gibson,\N,\N,actor,tt3087026,1.0617085,8.226351
898,nm14652787,Ry Armstrong,\N,\N,,"tt27179522,tt27135329",-0.21341985,8.7366295
899,nm14454157,Jay Goldman,\N,\N,sound_department,tt22479892,-0.22183768,7.264263
900,nm12743551,M. Listsev,\N,\N,miscellaneous,tt0265500,2.7341697,4.867279
901,nm14038098,Koby Cobb-Vialet,\N,\N,"director,actor,writer",tt22044184,1.0156426,7.1458073
902,nm1427126,Jane Matthews,\N,\N,art_department,tt0289043,8.485491,8.27703
903,nm7588301,Bhattaratorn Senkraigul,\N,\N,actor,tt2818654,4.599643,4.189228
904,nm13729042,Yolanda Mott,\N,\N,"actress,composer",tt20859530,6.1141834,8.771848
905,nm0681443,Maritza Picasso,\N,\N,actress,"tt0892499,tt13778148,tt0110651",5.7795687,8.159126
