,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,t-SNE Component 1,t-SNE Component 2
3132,nm9858745,Cristian Vicente,\N,\N,actor,tt7712420,10.882004,1.9288313
3133,nm11658104,Satyam Jha,\N,\N,"actor,casting_department,miscellaneous","tt16492398,tt10518934,tt21391884",4.5558705,63.40363
3134,nm8641822,Doug Quixote,\N,\N,,\N,-12.393989,-17.116938
3135,nm10594995,Daniel Dutton,\N,\N,"animation_department,visual_effects,director","tt10127538,tt23023448,tt10676916,tt27995982",-41.54776,-24.060492
3136,nm11190652,Gabriela Esteban,\N,\N,make_up_department,tt1192302,31.550985,1.0351608
3137,nm2649309,Giannis Fotou,\N,\N,"cinematographer,actor,director","tt4660248,tt5754748,tt23181890,tt3112966",-55.623623,34.667233
3138,nm1754827,Dan Femando,\N,\N,editor,tt0397721,-52.549152,-6.6148324
3139,nm7027349,David Victor,\N,\N,,tt2711986,-34.30533,-21.141447
3140,nm12570959,Hollie Goddard,\N,\N,actress,tt14643602,48.771103,-19.871975
3141,nm9456713,Hudson Meads,\N,\N,"actor,cinematographer,camera_department",tt7693482,-15.383403,-28.031403
3142,nm6577473,Kelly Withers,\N,\N,actress,tt3391624,32.93227,-44.57584
3143,nm4615273,Hannu Kangas,\N,\N,actor,"tt8475274,tt0956282",18.752935,54.989204
3144,nm8571136,Jose Luis Arria,\N,\N,,\N,8.237931,4.154722
3145,nm1348844,Martin Tarditi,\N,\N,camera_department,tt0298159,-12.556735,4.7921596
3146,nm13641769,Aletta Ébner,\N,\N,costume_department,tt16750180,48.85788,8.897734
3147,nm4406804,Anthony Presti,\N,\N,"director,writer,producer","tt1884450,tt2125426",-15.77589,1.6702251
3148,nm7307125,Miquel Guevara Serrano,\N,\N,art_department,tt0467566,24.532455,4.3016586
3149,nm12872976,Rosecart113,\N,\N,writer,tt15238242,50.725765,37.811085
3150,nm1343410,Maria Leonor Santos,\N,\N,actress,"tt6564626,tt0143611,tt14597536,tt1767707",30.539883,7.2504563
3151,nm3737459,Yang Jin Shong,\N,\N,casting_director,tt1311062,38.00469,77.03005
3152,nm5646458,Alexander Soltis,\N,\N,camera_department,"tt2872532,tt3176138",-20.402937,29.333773
3153,nm11796795,Su-Chu Hsieh,\N,\N,actress,"tt9848804,tt12851470,tt0888032",32.554398,68.661804
3154,nm6743055,Diana Navia Arca,\N,\N,assistant_director,tt3700454,38.82254,3.906295
3155,nm1185649,Tomohiro Matsuyama,\N,\N,camera_department,"tt0290662,tt0852726",34.350178,50.71288
3156,nm3188513,Manuel Rincón,\N,\N,editor,tt1319121,8.745754,8.870564
3157,nm1749814,Laurence Kirchmar,1966,\N,"actor,make_up_department",tt0103655,-17.803513,-32.300064
3158,nm14143618,Doug Rauch,\N,\N,,\N,-38.69535,-45.574345
3159,nm3974887,Kutay Yesiloz,\N,\N,assistant_director,tt1683962,-1.8254591,48.164215
3160,nm13985010,Yenifer Herrera,\N,\N,actress,tt21916134,22.509924,5.711076
3161,nm1441970,Dean Lemmon,\N,\N,writer,"tt0133301,tt0105985",-62.2124,-16.91854
3162,nm13019369,Rita,\N,\N,,\N,62.157036,24.219227
3163,nm0927511,Pavla Wienrichova,\N,\N,"make_up_department,miscellaneous","tt0226232,tt0098580,tt0107012",38.963264,23.556793
3164,nm10273645,Arohi Radhakrishnan,\N,\N,actor,"tt8239946,tt12531704,tt4386684,tt15234260",-1.1957265,77.78877
3165,nm4771045,Gwyneth Forrest,\N,\N,,\N,49.979366,-18.716312
3166,nm4502057,Bo-Matti Gustafsson,\N,\N,,tt1916006,-46.635033,20.187119
3167,nm9649790,Raquel Salazar,\N,\N,"cinematographer,camera_department,editor","tt15829982,tt8046344,tt17662532,tt10183192",25.222923,6.3007636
3168,nm13310055,David Leake,\N,\N,actor,\N,-32.62811,-19.34851
3169,nm5750584,Michael D'Ambrosio,\N,\N,,\N,-8.700214,8.991354
3170,nm9721873,Paresh Khatri,\N,\N,producer,"tt26698272,tt8185004",-5.1807914,73.41756
3171,nm10602300,Simon Seris,\N,\N,"director,cinematographer,editor",tt13232740,-5.0767145,-19.144545
3172,nm4971597,Idris Abdulhakeem Obansa,\N,\N,writer,tt2226605,-20.053238,61.263176
3173,nm3573390,Curtis Lazar,\N,\N,actor,tt1492698,-54.165302,-4.146431
3174,nm0044403,Al Azowie,\N,\N,editorial_department,tt0119867,-22.546627,54.71319
3175,nm11223483,Jahnpayne Bowling,\N,\N,actor,tt11489122,-11.447257,72.33777
3176,nm6239527,Lynsi Barfuss,\N,\N,actress,tt3073898,42.371334,9.388344
3177,nm0301567,Pyotr Galadzhev,1900,1971,"actor,production_designer,art_director","tt0016049,tt0029356,tt0024728,tt0017271",-39.24543,39.578457
3178,nm5164731,Barbara Kuhls,\N,\N,actress,tt0140497,65.5409,-40.543194
3179,nm12326858,Andy Anderson,\N,\N,,tt0327630,-30.837093,-29.778835
3180,nm1813093,Roger Lehman,\N,\N,,tt0040053,-44.81118,6.970983
3181,nm4463015,Johann Garcia,\N,\N,"soundtrack,composer","tt11169786,tt1851410,tt9653352,tt21712752",9.728208,-1.5813965
3182,nm8818971,Zuhair Francis,\N,\N,music_department,tt5140182,6.5466447,-36.28691
3183,nm1121484,Linda Powell,\N,\N,script_department,"tt0095348,tt0100931,tt0095363,tt0098100",50.32461,-34.516834
3184,nm8104352,Jade Bruneau,\N,\N,actress,"tt23786586,tt12297604,tt4401870,tt6533218",24.244638,-14.547711
3185,nm3453588,Lillian Lydersen,\N,\N,actress,"tt1438462,tt1920861",43.61237,10.741133
3186,nm5088401,Hani Al-Ghaithi,\N,\N,,tt2331051,-14.32719,65.923134
3187,nm0752934,Niki Ryba,\N,\N,actress,tt0157725,34.266674,24.682295
3188,nm12640320,Jimmy J. Carter,\N,\N,"director,writer,editor","tt10920090,tt27801626",-5.718396,-52.238487
3189,nm1014865,Elena Gavrilova,\N,\N,"miscellaneous,music_department","tt0146984,tt0218711,tt0120603,tt0124315",39.49946,18.61629
3190,nm8617567,Lidia Kasay,\N,\N,,\N,24.107115,26.21753
3191,nm2431841,Sadah Said,\N,\N,editorial_department,tt0133302,-29.773712,58.863613
3192,nm8506679,Sue Trutter,\N,\N,,\N,78.58739,-31.459658
3193,nm6304289,Molly Redding,\N,\N,"art_director,art_department,miscellaneous","tt3899796,tt2832312,tt4968038,tt3503924",52.912266,-25.898048
3194,nm2653940,Søren Rytter,\N,\N,"stunts,actor","tt2377081,tt11116912,tt0920458,tt5668850",-47.506374,23.458948
3195,nm1813329,Aki Nawaz,1961,\N,"director,actor,cinematographer","tt13030172,tt7040222,tt0815241,tt1472587",-13.06507,52.95943
3196,nm14505608,Steven Johnston,\N,\N,actor,tt26459304,-46.51444,-24.68972
3197,nm9567093,Aalia Brown,\N,\N,"writer,miscellaneous,producer","tt4878482,tt14192428,tt7440726,tt2481498",27.019985,-40.003048
3198,nm12563510,Will Osigian,\N,\N,,\N,5.2643766,-66.13246
3199,nm1593200,Nicolas Feller,\N,\N,actor,tt0319262,-28.296019,15.829605
3200,nm14097382,Sasan Farsani,\N,\N,"cinematographer,producer",tt22444734,-12.660525,57.210686
3201,nm9064978,William Foss Hopkins,\N,\N,,tt1229032,-6.397885,-38.760197
3202,nm9937965,Noah Sisson,\N,\N,actor,"tt8628886,tt21616508",-10.045373,-51.67167
3203,nm7100117,Dodie Abelardo,\N,\N,animation_department,tt1853946,12.1815195,-16.474365
3204,nm12506163,Sarah Michelle Domencic,\N,\N,costume_designer,"tt14494304,tt12978528",32.7659,-12.145491
3205,nm2467985,Wayne Crosby,\N,\N,miscellaneous,tt0909826,-53.74913,-24.203814
3206,nm5663801,Taku Sato,\N,\N,"art_department,production_designer","tt12458652,tt0384012,tt2891782",30.779383,48.231056
3207,nm7826102,Marsuvio Sánchez,\N,\N,actor,"tt3032476,tt9072746,tt14367168,tt2805096",-2.6023388,-0.8771422
3208,nm8265059,Lourenço Ferreira,\N,\N,actor,"tt5845202,tt11658082,tt7122406,tt5821784",-0.07515211,9.918737
3209,nm9150894,Denny Greene,\N,\N,,tt1229032,-24.69721,-63.043144
3210,nm1735119,Mandan Huang,1983,\N,,"tt0488862,tt5848442,tt0397203",37.34434,69.12051
3211,nm3595191,Djore Slavkov,\N,\N,actor,tt0855843,-33.278336,37.50221
3212,nm0355537,Ed Hall,\N,\N,"writer,actor,producer","tt2831486,tt1267289,tt0385299,tt1470249",-2.1013875,-45.838623
3213,nm9774814,Dini Radia,\N,\N,writer,tt11483450,-1.8826913,57.37445
3214,nm12952721,Emilio Gerov,\N,\N,,\N,-42.665627,42.360664
3215,nm8641130,Markus Aalto,\N,\N,miscellaneous,tt6318978,-41.32733,16.924885
3216,nm14508208,Leigh Bordelon,\N,\N,"writer,producer,script_department","tt26471315,tt26624034",18.07379,-43.932102
3217,nm6945869,Lucas Mohageg,\N,\N,miscellaneous,tt3884528,-25.873066,-7.132787
3218,nm11786109,Talisha Robinson,\N,\N,,tt1570957,24.949604,-30.881172
3219,nm12084302,Christian Formella,\N,\N,,tt11252198,-38.569748,-4.7611356
3220,nm12402915,Mesut Maden,\N,\N,,\N,-12.039127,47.316757
3221,nm0832841,Michael Stoughton,\N,\N,art_department,tt0120026,-47.247356,-2.3506618
3222,nm4286412,Hachè Angel,\N,\N,,\N,19.991158,13.32484
3223,nm0522135,Claude Loursais,1919,1988,"director,writer,producer","tt0168425,tt0214335,tt0166909,tt1369743",-19.615555,18.825495
3224,nm13200190,Alexander Wenrich,\N,\N,,\N,-39.562763,6.3836527
3225,nm9294107,Alice Backham,\N,\N,"animation_department,art_department",tt7381374,77.49747,-26.534458
3226,nm1397665,Sergio De Beukelaer,\N,\N,actor,tt0331175,0.8478576,9.236334
3227,nm9431649,Ron Edwards,\N,\N,transportation_department,tt3255154,-7.2877274,-46.592773
3228,nm10068004,Prune Ventura,\N,\N,"actor,assistant_director","tt8885230,tt10951972,tt20413908",-5.5092125,-1.7416326
3229,nm5182470,Shanta Chakraborty,\N,\N,,\N,-2.8929822,81.20799
3230,nm9120518,Zhangjun Hao,\N,\N,art_department,tt5639650,33.640785,70.9153
3231,nm10777109,Ml Reeves,\N,\N,actor,tt10492778,5.9353704,-71.88976
3232,nm1213057,Olga Gusev,\N,\N,,\N,43.83471,21.218323
3233,nm13603129,Chaquita Dudley,\N,\N,"actress,script_department,miscellaneous","tt16384884,tt19886414,tt21090492,tt24084066",7.5765843,-51.043957
3234,nm9463401,Maria Lissel,\N,\N,"animation_department,art_department,special_effects","tt5104604,tt25814780,tt27301075,tt9654222",34.615204,8.139226
3235,nm0095496,Daniel E. Boone,\N,\N,cinematographer,"tt0006187,tt0007594",-35.51811,-54.71295
3236,nm10142061,Rui Carinha,\N,\N,actor,tt8918560,6.9144216,32.74068
3237,nm9945423,The Bubblegum Band,\N,\N,,"tt8646876,tt11985050",8.622577,-28.111706
3238,nm3134107,Juliane Agner,\N,\N,producer,tt1292017,37.801125,1.888848
3239,nm1294001,Hugh Nicolson,\N,\N,actor,"tt0346047,tt2262259",-28.95777,-69.64226
3240,nm14946398,Daniel Flores,\N,\N,,\N,3.4936876,-8.843049
3241,nm7954175,Manuel Ruju,\N,\N,location_management,"tt5333700,tt6407480",8.710126,8.936104
3242,nm10890004,Francisco Pineda Solis,\N,\N,writer,tt10756812,11.413636,6.569364
3243,nm2453276,Colleen Gaughan,\N,\N,actress,tt0078622,50.53561,-19.5036
3244,nm10405503,Sue Callan,\N,\N,,tt0103396,78.58185,-31.451214
3245,nm9106325,Travis Schneider,\N,\N,"director,producer,editor",\N,-41.041817,-47.53959
3246,nm6556400,Georgina Gee,\N,\N,actress,tt3791190,73.00662,-23.156803
3247,nm7134940,Sandra Schiffner,\N,\N,director,"tt6388578,tt7314988,tt12714942,tt16341558",73.20511,-3.080598
3248,nm11557094,Rebecca Joyce,\N,\N,director,"tt12270084,tt7174736",49.99689,-31.808666
3249,nm12143395,Jeremy Redden,\N,\N,actor,tt13587114,-26.32093,-44.76685
3250,nm12157282,Teagan Liptrot,\N,\N,actress,tt13666278,15.587768,33.944218
3251,nm9778671,Selma Özkanli,\N,\N,actress,"tt0856757,tt6793196,tt8292606",46.00568,19.919619
3252,nm13057609,Jack,\N,\N,actor,tt15750634,5.4834304,-41.57438
3253,nm7196820,Britney Lucas,\N,\N,actress,tt3152486,38.80424,-17.051285
3254,nm5602206,John Crooks,\N,\N,"art_department,miscellaneous","tt4764464,tt11486548,tt3625782",-1.1207614,-30.53069
3255,nm0761366,Michael Sandell,\N,\N,"camera_department,location_management,miscellaneous","tt0083007,tt0092015,tt0089340",-44.652317,-8.595011
3256,nm0001443,Hedy Lamarr,1914,2000,"actress,soundtrack,producer","tt0041838,tt0037769,tt0038990,tt0039324",-0.7178993,-20.183062
3257,nm2441040,Karner Benjamin,\N,\N,actor,tt0047739,-26.360592,-14.6712675
3258,nm3267029,Aramide Williams,\N,\N,actress,"tt1350922,tt1350935,tt1350921",-12.83723,-51.975677
3259,nm0064279,Joseph Beaubien,\N,\N,producer,"tt0080388,tt0082506,tt0077692,tt0080184",-17.229214,-11.092754
3260,nm1083872,Fran Miller,\N,\N,camera_department,tt0093487,-41.75087,-45.15223
3261,nm6038050,Lu Chen,\N,\N,miscellaneous,tt3283420,34.77441,71.7586
3262,nm4861843,Natalie Duran,\N,\N,"producer,actress","tt10097958,tt6206054,tt2075341,tt13117230",26.15836,-0.8252286
3263,nm2530406,Noritaka Misawa,\N,\N,"composer,sound_department","tt6913154,tt0950493",30.383581,42.482758
3264,nm11871314,Han Huang,\N,\N,,tt13032744,37.156223,69.44737
3265,nm0097801,Niels Theodor Boscher,\N,\N,"camera_department,cinematographer","tt0140777,tt1223885,tt0108985,tt1598768",-47.152275,12.283508
3266,nm5063585,Clayton Wilcox,\N,\N,,tt2287037,10.79117,-56.352573
3267,nm9555128,Eva de Lera,\N,\N,producer,"tt28524190,tt10127738,tt9881100",34.76058,8.70861
3268,nm13047564,Anthony Gaskins,\N,\N,,\N,-19.705238,-47.009163
3269,nm13824975,Savannah A. Babino,\N,\N,executive,\N,63.265064,-39.733536
3270,nm6475267,Liam Sheriff,\N,\N,assistant_director,"tt4718572,tt3712098",-24.40374,-35.4005
3271,nm5604393,Andrea Corkhill,\N,\N,actress,tt2805792,24.775297,-8.44589
3272,nm10150682,Iivari Huttunen,\N,\N,actor,tt4937942,-10.114151,49.413116
3273,nm0865930,Mário Toledo Filho,1911,2003,actor,tt0024743,5.2036557,4.7479925
3274,nm3045294,Grace Key,\N,\N,actress,tt0029984,56.5535,-15.068049
3275,nm8474892,Todd Jarrell,\N,\N,"producer,editor,director","tt11166620,tt5075274,tt7821068,tt7821378",-12.538868,-73.67139
3276,nm4982975,Anne Green,\N,\N,"writer,actress","tt2201889,tt0450182,tt3391758,tt2338283",66.447296,-20.093245
3277,nm2490931,Alfred Benz,\N,\N,sound_department,"tt15215456,tt0347085,tt0159876,tt13134466",-49.89038,15.863694
3278,nm9324423,Alina Gazizova,\N,\N,manager,\N,41.513893,17.981579
3279,nm9333800,N Hamilton-Smith,\N,\N,"writer,producer","tt11182724,tt11160508",-15.614337,-44.454975
3280,nm0602320,Miguel Mora,\N,\N,miscellaneous,tt0123043,5.2433434,-5.503935
3281,nm11813143,Maryam Akrami,\N,\N,,tt0198190,-21.629032,66.183754
3282,nm13888626,Neiki Kardar,\N,\N,costume_department,tt21344164,22.765951,44.806465
3283,nm9140754,Tamir Segal,\N,\N,producer,tt7152722,13.96952,-34.17208
3284,nm6922581,Frank Viele,\N,\N,,tt1724589,-66.742355,-16.26058
3285,nm1914173,Badice,\N,\N,,tt0456766,13.406528,57.539738
3286,nm6599480,Evan Andrews,\N,\N,,"tt3739680,tt1200227",-33.832314,-71.84245
3287,nm8832155,Charlie Cook,\N,\N,miscellaneous,tt6618950,-31.183989,-39.287994
3288,nm6764774,Jason McKenzie,\N,\N,actor,tt4030816,-30.70854,-41.798965
3289,nm0232287,Tony Donato,\N,\N,camera_department,tt0179477,-66.39279,-33.57741
3290,nm11162877,Kiss László,\N,\N,camera_department,tt24577940,-50.46518,35.113613
3291,nm11608480,Nellie Bautista,\N,\N,miscellaneous,tt10288120,1.6543001,-14.285914
3292,nm1422504,Jon Gutman,\N,\N,actor,tt0088863,-10.569028,-32.3682
3293,nm3945194,Lady Dona Elena,\N,\N,,\N,30.49663,9.08607
3294,nm3157036,Alexander Ekwueme,\N,\N,actor,"tt1298819,tt1146270,tt1132528",-35.785694,59.772118
3295,nm13737284,Nelson Venceslai,\N,\N,writer,tt20876000,-35.81728,7.634402
3296,nm4616668,María Isabel Millas,\N,\N,actor,tt0460484,30.737793,7.6907687
3297,nm6464378,Taylor Adrian,\N,\N,"art_director,producer,script_department","tt4929560,tt4046728,tt8820218,tt3701990",26.959826,-36.031166
3298,nm13575266,Roman Martyn,\N,\N,actor,tt9109206,-45.571114,39.593567
3299,nm1728848,Kipling Rowe,\N,\N,"actress,producer","tt0408019,tt0425087,tt0159787",-7.1245904,-60.88084
3300,nm6537940,Nicolò Coralli,\N,\N,actor,tt2867096,-13.601911,10.19712
3301,nm6374878,Jason Emerick,\N,\N,producer,tt3613994,-29.830551,-43.869846
3302,nm8353359,Julius,\N,\N,transportation_department,tt3030958,-48.152077,32.062572
3303,nm1460325,Hanne Bach Sørensen,\N,\N,producer,"tt0409539,tt0341192",-15.035215,39.63443
3304,nm3064179,Kunping Mei,\N,\N,art_director,"tt0079421,tt6675146",43.789864,71.48634
3305,nm7711206,Jaehyun Moon,\N,\N,,\N,28.69737,61.139977
3306,nm2962351,Luis Kobbe,\N,\N,actor,"tt0070512,tt15561884",1.735128,4.4804606
3307,nm13002094,Ivan Alquier,\N,\N,,\N,-41.929516,38.28
3308,nm4015763,Lourdes Aguilar,\N,\N,actress,"tt0211785,tt1192302,tt0158427",37.19796,3.2507129
3309,nm0391284,Ann Holloway,1947,\N,"actress,miscellaneous","tt0111987,tt0256023,tt0174856,tt0335121",63.41352,-21.21729
3310,nm2477482,David Nunns,\N,\N,,tt0906711,-36.44939,-21.118914
3311,nm6953495,Colette Kenny Mckenna,\N,\N,"actress,stunts,art_department","tt11633204,tt4248930,tt5073690",39.159786,-34.472507
3312,nm3881854,Trevor Lees,\N,\N,,tt0383829,-27.644613,-36.405815
3313,nm9850026,Michela Molinari,\N,\N,actress,tt7425398,32.10712,13.480756
3314,nm3584672,Martin Chodorowski,\N,\N,actor,tt1494699,-40.92523,31.502691
3315,nm12518803,Kevin Middleton,\N,\N,transportation_department,tt13223570,-19.114594,-59.746254
3316,nm3988298,Marc Lagattuta,\N,\N,"actor,miscellaneous",tt1563704,-58.380886,-14.815464
3317,nm9721872,Karan Bhanushali,\N,\N,"writer,actor,casting_department","tt19851450,tt11737756,tt10351232,tt23664710",0.71992743,70.687874
3318,nm12664024,Vasilieva Marina,\N,\N,"costume_department,miscellaneous","tt4978420,tt14449470",4.0017333,32.484756
3319,nm9496743,Jamie Lynn Sheerin,\N,\N,executive,\N,42.385654,-29.172829
3320,nm2405281,Jesse Gibbs,\N,\N,"actor,miscellaneous","tt2025629,tt0837559,tt1046936,tt11570654",1.8626938,-47.74496
3321,nm6143951,Ruth Berdah-Canet,1978,\N,"cinematographer,director,producer","tt5182894,tt3395356",60.233788,-41.5514
3322,nm1027818,Aleksandr Anufriev,1960,\N,actor,"tt5009648,tt0097657,tt0167910,tt5821462",-36.577366,41.306076
3323,nm14181703,Marie-Christine Roland,\N,\N,actress,tt0167614,60.554375,11.070689
3324,nm11994519,Scott Wooten,\N,\N,,\N,-47.7571,-32.22003
3325,nm14447165,Hong Wei Cao,\N,\N,animation_department,tt5825186,31.844246,72.37197
3326,nm9052822,Galia Gat Carmon,\N,\N,actress,tt6993756,9.387331,30.871342
3327,nm14048476,Jared Eliot Dall'au,\N,\N,,tt22079502,-9.001262,-40.93258
3328,nm0351570,Andreas Günter,\N,\N,,\N,-51.027462,9.150685
3329,nm8892203,Andrea Alvarez,\N,\N,actress,"tt6954598,tt5974066",23.363111,-6.755428
3330,nm4530489,Florencio Domínguez,\N,\N,,"tt7643076,tt3486416,tt0419321",6.6994066,-0.62238467
3331,nm13358254,Camacho Paula,\N,\N,,\N,11.8995495,19.037447
3332,nm3268947,Driss Biratate,\N,\N,casting_department,tt0126388,-7.167911,23.89996
3333,nm7455302,Edward Delapine,\N,\N,actor,"tt4856980,tt7074164",-1.1304303,-44.979717
3334,nm0239663,Dominique Dubé,\N,\N,"costume_department,costume_designer","tt0385635,tt0171049,tt0387032",21.50683,-17.55906
3335,nm3670821,Danny F. Santos,\N,\N,"actor,director,writer","tt1537984,tt1974409,tt1652419,tt2943950",-5.3096285,7.523503
3336,nm13129572,Mathers Numakichi,\N,\N,miscellaneous,"tt1068993,tt1173576,tt22007090",24.10093,45.544437
3337,nm11736813,Abdullah Al Mamun,\N,\N,actor,"tt13806782,tt12708624",-21.43648,64.49781
3338,nm1711593,Kutcha,\N,\N,"actor,director,cinematographer","tt1764183,tt0399295,tt9659964,tt6079832",15.445576,59.54803
3339,nm2325444,Teresa Solis,\N,\N,"actress,editorial_department","tt0830846,tt2069952",27.2832,-28.702261
3340,nm0521572,Mark Lotz,\N,\N,,tt0272352,-63.42746,-20.544407
3341,nm12242864,Trey McClarnon,\N,\N,,\N,-40.572376,-50.254536
3342,nm5254558,Yudi Muhamad Nugraha,\N,\N,special_effects,tt1899353,-1.4900331,62.99237
3343,nm15089696,Jitesh Dilip Gaikwad,\N,\N,camera_department,tt28356168,0.06761579,67.73685
3344,nm8010379,Suraj Garg,\N,\N,,tt5567598,-8.74638,77.43379
3345,nm11069555,Varun Jyestha,\N,\N,actor,tt9614772,-14.799762,71.75383
3346,nm10398500,Bryant Alvarez,\N,\N,editor,tt2011343,8.902561,-5.548919
3347,nm7723672,Siyawash Jekta,\N,\N,editor,tt5193768,6.9083185,53.845463
3348,nm5024196,Evelyn Thiessen,\N,\N,,\N,47.7793,9.124156
3349,nm5112901,Ollie Ree Alridge,\N,\N,actress,tt0070794,-33.624413,-12.052659
3350,nm5518091,Ben Beckett,\N,\N,director,"tt2734608,tt2705208,tt2749984",-27.057096,-16.599579
3351,nm10961776,Lamar Moore,\N,\N,,"tt3205302,tt1353281",-4.682719,-63.070698
3352,nm12636775,Divya Thomas,\N,\N,actress,tt14787884,26.51662,-28.14271
3353,nm6113358,Dylan Lunsky,\N,\N,"art_department,art_director,production_designer","tt4145324,tt3297586,tt3747964,tt4189442",-55.00492,-2.441908
3354,nm6802402,Kumar Jeetu,\N,\N,camera_department,tt0485535,-2.6628184,75.29971
3355,nm13926352,Elyssa East,\N,\N,,tt21628576,56.505314,-9.383111
3356,nm10799484,Steve Blake,\N,\N,,\N,-52.190178,-26.935993
3357,nm2846758,Biff Byford,1951,\N,"actor,composer,soundtrack","tt1171225,tt0089013,tt0139803",-24.301376,-12.404965
3358,nm3591927,Alessandra Prinz,\N,\N,actor,tt1502947,46.87028,11.401763
3359,nm13961636,Shankar,\N,\N,,\N,1.0471606,76.38782
3360,nm6859163,Mirellie Aillaud Caire,\N,\N,,\N,0.9349245,28.65019
3361,nm6342689,Keshanna Hatanu,\N,\N,editor,"tt3582986,tt3613744,tt6185752",45.879166,25.325193
3362,nm8947909,Antonio Gil Rubio,\N,\N,,\N,-8.1426525,-0.5806069
3363,nm12850334,Francesc Badia i Dalmases,\N,\N,"writer,producer",tt15239710,2.1154783,34.383526
3364,nm8468518,Maciej Haraf,\N,\N,"visual_effects,art_department,animation_department","tt14168394,tt19724076,tt6330048,tt6073206",-13.645324,60.326073
3365,nm2426622,Ryan Dornbusch,\N,\N,"writer,producer",tt1378272,-38.984142,-59.086052
3366,nm14281950,Susan Anderson,\N,\N,,\N,60.25106,-29.008923
3367,nm11181557,Marlon Chan,\N,\N,"sound_department,composer","tt11577702,tt11394146,tt11427054",33.54181,64.43026
3368,nm14602305,Feng He,\N,\N,editorial_department,tt25367332,34.513218,74.92117
3369,nm7542012,Tonya,\N,\N,,tt4780544,25.058342,-23.65507
3370,nm9713622,Sara Withers,\N,\N,actress,tt6314340,32.960934,-44.577713
3371,nm2562206,Paul LeBlond,\N,\N,,"tt0247885,tt2023373,tt3828530,tt0783863",-59.28178,-6.065331
3372,nm13655641,Aeryon Ashlie,\N,\N,,\N,-5.0577874,29.495506
3373,nm11730546,Lakshmi Vasudevan,\N,\N,actress,"tt7256772,tt17493622",5.465113,74.75943
3374,nm11394789,Max Hunziker,\N,\N,camera_department,tt11900080,-74.32844,-5.474659
3375,nm11556964,Judith Warner,\N,\N,,\N,67.60751,-27.766685
3376,nm10181613,Candy Pappas,\N,\N,,\N,21.972193,21.129452
3377,nm13426305,Ross Wylie,\N,\N,,tt0949790,2.3149168,-38.04164
3378,nm9845930,Noelle Haddad,\N,\N,"talent_agent,manager",\N,36.2114,-33.331917
3379,nm8257319,Abdi Ibrahim,2001,\N,director,"tt27838916,tt27337731",-20.687134,61.064972
3380,nm5285040,Kim Osborne,\N,\N,actress,tt1316037,50.46707,-9.976242
3381,nm1067058,Jenaro Díaz,\N,\N,actor,tt0280748,11.050779,-7.806429
3382,nm1035744,Stan McKinney,\N,\N,actor,"tt0436289,tt0293346,tt1523988",-62.925674,-32.273262
3383,nm3663786,Javier Suárez,\N,\N,"camera_department,cinematographer","tt4168132,tt1277973,tt8382110,tt1718313",-5.6546736,0.9491219
3384,nm12612467,Jon Elliot,\N,\N,"cinematographer,camera_department","tt11112370,tt26770068",-7.671768,-42.73308
3385,nm14254126,Anuttra Kitiyakara Na Ayudhya,\N,\N,actress,tt23743018,2.3436353,60.553722
3386,nm14539783,Rafael Sam,\N,\N,art_department,tt22445726,-2.2784283,5.6565347
3387,nm5579834,Kirsten Bjerregaard,\N,\N,composer,tt2782054,50.768333,2.8265114
3388,nm6254673,Tom Nash,\N,\N,actor,tt0003054,-31.285872,-37.895103
3389,nm11363190,Neeta Jhanjhi,\N,\N,actor,"tt11816164,tt13131232",1.308174,66.09185
3390,nm14245725,Christophe Beauchemin,\N,\N,,\N,-20.934546,16.03889
3391,nm6899568,Sergey Yurevich,\N,\N,actor,"tt13499372,tt14039050,tt4706780,tt4183902",-38.301018,40.362583
3392,nm12890557,Archis Bhide,\N,\N,animation_department,tt0356371,5.403485,29.790546
3393,nm0536379,Jay Magnusson,\N,\N,actor,tt0229275,-27.806284,-43.864376
3394,nm5833178,Mike Merritt,\N,\N,producer,"tt4694020,tt3084570",-61.666107,-25.456146
3395,nm13951977,Vukica Zivanovic,\N,\N,actress,tt0484950,-32.48448,35.38373
3396,nm5159318,Matt Erickson,\N,\N,actor,tt2257764,-45.11613,-41.240738
3397,nm12751047,Dan Ramos,\N,\N,,tt15026254,-5.5174627,3.395888
3398,nm4687577,Lindsey Stucka,\N,\N,actor,"tt23456534,tt0762136",23.415241,-34.244522
3399,nm14163142,Li Jiatong,\N,\N,producer,tt22890490,38.143337,71.674736
3400,nm0442318,Hermann J. Kaufmann,1877,1942,"costume_designer,costume_department","tt0179811,tt0021892,tt0020893,tt0173055",-56.723473,-5.0566196
3401,nm9124964,Bruce Wu,\N,\N,"camera_department,sound_department,miscellaneous","tt8713318,tt6314854,tt8595170,tt9187712",41.716652,74.895386
3402,nm3185141,Wendy Hill,\N,\N,miscellaneous,tt0094580,73.22881,-37.216957
3403,nm0719132,Henry Renand,\N,\N,"actor,writer","tt0338968,tt0075870,tt0422343",-21.319525,-13.819672
3404,nm10100071,Diego Vianna,\N,\N,actor,tt8954346,-8.972802,7.539447
3405,nm1137511,Tito Nogueira,\N,\N,"cinematographer,camera_department","tt3389436,tt0368418,tt1111953,tt5807232",-34.985188,33.79766
3406,nm1559356,Goose,\N,\N,,tt0398386,-1.7856381,26.191534
