,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,UMAP Component 1,UMAP Component 2
4812,nm11598190,Richard Crane,\N,\N,,tt5734106,9.639826,1.6837159
4813,nm5069213,Eric Yaverbaum,\N,\N,,"tt1882639,tt0294140",10.181402,2.208093
4814,nm2933944,John McNulty,\N,\N,"cinematographer,camera_department","tt0084904,tt7621356,tt0208993,tt0133697",8.355506,0.7588921
4815,nm10836650,Russell Williams,\N,\N,miscellaneous,tt10635634,10.769234,0.78547513
4816,nm0037136,Guel Arraes,1953,\N,"director,writer,producer","tt0367975,tt0222542,tt0271383,tt0416979",8.903614,5.3105145
4817,nm4722477,Jinhui Li,\N,\N,"composer,music_department","tt1851041,tt6852578,tt6825804,tt2083973",7.2727237,7.860644
4818,nm13801477,Wendy Lang,\N,\N,,\N,5.7385635,2.982696
4819,nm1817130,Charlotte Debattista,1991,\N,soundtrack,tt0389059,5.426902,4.111508
4820,nm4812201,Angel·led Riba,\N,\N,,tt2055287,10.839198,4.795742
4821,nm1814301,Antonio Ricci,\N,\N,actor,"tt0055865,tt0196882",11.145017,4.3452287
4822,nm13671198,Oluwatunmise Oluyede,\N,\N,"writer,miscellaneous","tt20250086,tt26537481",9.021413,6.4831386
4823,nm2824069,Tereza Tragoudi,\N,\N,make_up_department,tt1091877,9.127403,5.843741
4824,nm10636180,Sandeep Bhadouria,\N,\N,actor,tt7722484,9.315323,7.0285378
4825,nm0217709,Jennifer Delora,1962,\N,"actress,producer,miscellaneous","tt0092872,tt0103003,tt0093872,tt0099611",4.675027,4.769614
4826,nm5950461,Karin Nordling,\N,\N,"make_up_department,costume_department","tt5345298,tt3189792",6.0731144,6.0365524
4827,nm14613572,João Cabaço,\N,\N,sound_department,tt26907907,11.031336,4.9516573
4828,nm6858174,Kelsey Marie Bell,\N,\N,,\N,6.199013,2.462225
4829,nm4024182,Su-Ahn Wong,\N,\N,producer,tt1707238,6.905897,7.633136
4830,nm6198343,Logan Edwards,\N,\N,actor,tt3448168,7.4249268,0.874708
4831,nm15091808,Brian Boker,\N,\N,,tt9358480,11.434418,2.3675601
4832,nm5083283,George Josevski,\N,\N,,tt0823148,9.633192,4.184761
4833,nm1048562,Rick Rage,\N,\N,"director,producer","tt11893664,tt11180408,tt0294655,tt11655856",8.235029,-0.50198495
4834,nm4404463,Teresa Ludovice,\N,\N,,"tt1883323,tt1890358",6.1995196,3.980471
4835,nm15092273,Donnell DWeezy Robinson,\N,\N,"actor,writer,producer",\N,10.336421,0.43259862
4836,nm9255788,Tiffany Hoffman,\N,\N,actress,tt6570372,5.610609,4.7886014
4837,nm8242401,Richard Olsen,\N,\N,,\N,9.856452,1.0319996
4838,nm12705139,Michael Davidson,\N,\N,,tt14932008,9.385142,1.4439603
4839,nm3614134,Sarah Yaeger,1986,\N,actress,tt1172233,4.9237766,4.635567
4840,nm13823621,Görkem Mutlu,\N,\N,actor,tt7938054,9.804454,6.2517505
4841,nm1275543,Arif Faruqi,\N,\N,camera_department,tt0337633,10.558728,6.7226877
4842,nm1009083,John Gofton,1943,\N,actor,tt0076723,10.549523,2.5697212
4843,nm0933596,Jerome N. Wilson,1869,1943,"writer,actor","tt0182477,tt0167425,tt0016831,tt0017552",7.705886,-0.36115602
4844,nm14493309,Natalia Ivanova,\N,\N,costume_designer,tt26439647,7.604239,5.4547133
4845,nm3484443,Steve Katz,\N,\N,actor,tt1437370,9.332424,1.5900251
4846,nm0134519,Jon Canter,\N,\N,"writer,script_department,actor","tt0352091,tt0101149,tt0080253,tt16411980",10.393727,2.1793041
4847,nm11654719,Aalika Sheikh,\N,\N,actress,"tt14144758,tt12478418",10.304528,7.104642
4848,nm4524998,Russell Brown,\N,\N,"director,cinematographer,editor",tt1976604,10.731487,0.6767868
4849,nm0035811,Malcolm Armstrong,\N,\N,"actor,art_department","tt0348926,tt0090528,tt1538554,tt0273349",9.551784,0.10199615
4850,nm5080232,Julie Lees,\N,\N,miscellaneous,tt1289781,4.9897223,3.4082901
4851,nm12970200,João Gabriel Caprioli,\N,\N,,tt14402962,11.043116,4.924862
4852,nm13221453,Duman Zhumagulov,\N,\N,producer,tt4972280,7.0407057,7.941245
4853,nm0919250,Claudia Weisser,\N,\N,editorial_department,tt0107408,6.382313,4.634558
4854,nm1389546,Bernard Goldstein,\N,\N,miscellaneous,tt0341255,10.159659,3.3751647
4855,nm14899226,Marcin Zukowski,\N,\N,"writer,miscellaneous",tt27879376,9.880858,3.7058897
4856,nm0832430,Kurt Stordel,\N,\N,director,"tt6241992,tt6962698,tt7948582,tt0177819",8.308288,3.1792495
4857,nm2841862,Tiffany McClintock,\N,\N,actress,tt1143106,5.635584,4.847554
4858,nm3696449,Gianni Raso,\N,\N,actor,tt1552753,10.400978,4.6645417
4859,nm6425863,Cristina Gagliardi,\N,\N,make_up_department,"tt4438120,tt3600550",7.0145063,5.160501
4860,nm3952399,Kris Carlisle,\N,\N,music_department,tt1674168,7.9581995,2.0318096
4861,nm14578604,Brandon Lilly,\N,\N,,tt10876506,8.332873,0.041275926
4862,nm6043295,Shelly-Henry-Ward,\N,\N,,\N,5.2706404,3.4847412
4863,nm9701760,Chloe Macis,\N,\N,"actress,location_management,make_up_department",tt8125890,3.9919116,4.197782
4864,nm4854373,Marc Loiselle,\N,\N,,"tt0427276,tt0449055",9.837816,3.4517174
4865,nm7076808,Dustin Ripkens,\N,\N,actor,tt4353342,9.236613,0.2640278
4866,nm8105043,Tichka Slack,\N,\N,,tt5671404,8.411484,6.8070254
4867,nm8751279,Heiler Ogando Medina,\N,\N,actor,tt6390900,10.269352,5.781222
4868,nm8161926,Haime Montalongo,\N,\N,,tt0199248,8.282905,7.1463046
4869,nm2915964,Sunny Poon,\N,\N,miscellaneous,tt1085850,8.513029,6.575772
4870,nm9754685,Nadia Budnik,\N,\N,actress,"tt0441074,tt15062536",7.000669,5.605411
4871,nm5752865,Synnøve Fossum Eriksen,\N,\N,actress,"tt16227468,tt3210444,tt18396618,tt3567620",9.410736,4.6989045
4872,nm8525244,Huda Ajeel,\N,\N,actor,tt6168292,10.067813,7.537873
4873,nm6179372,Karin Weidhaas,\N,\N,,tt0239161,6.10511,6.0649776
4874,nm8998753,Meredith Allen,\N,\N,stunts,tt6899248,5.4923058,3.8058639
4875,nm6727386,Melissa Grier,\N,\N,producer,tt3984184,4.591041,3.7184303
4876,nm0433427,Diego Jáuregui,\N,\N,actor,"tt0302280,tt0456467,tt1318067,tt0287856",11.599755,4.4702578
4877,nm10170746,Zofia Cybul,\N,\N,actress,"tt15460742,tt2380598,tt9046850,tt7401516",8.525035,5.603102
4878,nm10814721,Myla Wingard,\N,\N,actress,tt10544978,9.813043,5.0277486
4879,nm12001832,Phil Bangle,\N,\N,,\N,9.498749,0.7621473
4880,nm5686018,Rafael Rodriguez,\N,\N,transportation_department,tt2931704,12.067981,4.967904
4881,nm11883172,Moira Tumas,\N,\N,,tt8819906,8.732802,6.071631
4882,nm1973724,Yunhua Chen,\N,\N,actress,"tt0055165,tt0063596,tt0061210,tt0059738",7.312416,7.907647
4883,nm6806196,Katie Lane,\N,\N,actress,tt4074884,4.370048,4.410365
4884,nm0291801,Thomas Frantz,\N,\N,producer,tt0092006,9.437719,2.8344276
4885,nm2203181,Konstantin Müller,\N,\N,actor,tt0403727,9.4031,4.0257244
4886,nm11631201,Tajhaslani,\N,\N,,\N,8.909147,7.307287
4887,nm4524202,Katherine Stoney,\N,\N,miscellaneous,tt1639360,5.394099,3.756718
4888,nm6996193,Automme Lajeat,\N,\N,composer,tt4291630,9.699465,5.7423983
4889,nm9869196,Alice Contet,\N,\N,actress,tt6441072,4.33507,3.3231225
4890,nm0043603,Wakako Ayakura,\N,\N,actress,tt0282955,8.599935,7.522386
4891,nm8532311,Meghan A. Cole,\N,\N,miscellaneous,\N,6.71368,6.06143
4892,nm13738176,Sleam Nigger,\N,\N,actor,\N,9.106464,7.5949516
4893,nm12350597,Charlie,\N,\N,actor,tt14119820,10.018692,-0.15583135
4894,nm13897730,Slade Picha,\N,\N,actor,tt21417712,10.006718,0.08773406
4895,nm7847579,Chad Nicholls,\N,\N,,"tt7827784,tt5337444",9.728881,0.58920383
4896,nm14898851,Dilara Cakiroglu,\N,\N,,"tt27899018,tt27877082",9.028374,6.4428577
4897,nm0517921,Rainer Lohr,\N,\N,actor,"tt0063920,tt0089468,tt0108985",9.403729,3.7788599
4898,nm2437494,Hoehoe,\N,\N,,\N,8.670915,6.555761
4899,nm5263090,Hugo Torres Navarro,\N,\N,director,tt2386594,11.576257,4.2285705
4900,nm12125997,Isabel Raby,\N,\N,"production_manager,miscellaneous","tt13399640,tt8924086",6.514546,4.4663544
4901,nm3298789,Alli Miller,\N,\N,"actress,costume_department","tt1843304,tt1647477,tt1870470,tt2025547",9.293096,-0.49940115
4902,nm10177972,Jerry Loy,\N,\N,writer,tt9083542,9.477149,0.6989912
4903,nm5017401,John McMuldroch,\N,\N,,\N,8.3759775,0.789449
4904,nm1116726,Stefan Németh,\N,\N,"composer,sound_department","tt1629354,tt1653935,tt2567238,tt21741992",8.492773,3.8479838
4905,nm2887587,Florencia Pelecha,\N,\N,actress,"tt0082917,tt25435802",9.8301115,5.6630096
4906,nm3849105,Natali Rajpurker,\N,\N,"director,writer,cinematographer",tt1621935,9.935233,7.90336
4907,nm2957308,River Hargrode,1932,2022,actor,tt0115111,8.82938,5.359039
4908,nm13425705,Deborah Washington,\N,\N,manager,\N,5.7374983,3.9442582
4909,nm12464146,Sam Hamer,\N,\N,"camera_department,cinematographer,art_department","tt13374036,tt14419848,tt14419648,tt14531760",8.635543,-0.3664953
4910,nm13517488,James Cicero,\N,\N,miscellaneous,tt2100976,9.317529,3.0429564
4911,nm8043804,Chris Buratti,\N,\N,,tt5603764,10.539027,0.24624729
4912,nm0175345,Patrick Connolly,\N,\N,animation_department,"tt0158515,tt0490832,tt0305754,tt0096258",8.329118,1.6025234
4913,nm4348629,Jakub Jancek,\N,\N,actor,tt1707219,8.634466,4.71723
4914,nm5494463,Eduardo Gageiro,\N,\N,,"tt2935962,tt13394350,tt0923156,tt18935316",11.795159,4.747723
4915,nm11858301,Irina Beffa,\N,\N,,tt5004952,7.104796,5.816101
4916,nm13208527,Alvin Herawan,\N,\N,"assistant_director,editorial_department,set_decorator",tt16405134,11.904261,4.985391
4917,nm3142464,Clare Duckworth,\N,\N,music_department,"tt8484160,tt5956006",5.765127,3.0764685
4918,nm4689445,J.T. Taylor,\N,\N,actor,"tt3331706,tt2069002,tt2477290,tt2330906",6.8745008,0.9959795
4919,nm14914659,Lauren Corbett,\N,\N,,tt7655176,4.847404,4.0378947
4920,nm14428679,Yannick Blanchot,\N,\N,,\N,9.742606,3.6107047
4921,nm11665072,Hank Gratton,\N,\N,miscellaneous,tt0053510,8.700158,1.9218991
4922,nm13309668,Marina Sánchez,\N,\N,transportation_department,tt11157300,7.291743,4.934929
4923,nm9828442,Kåre Fagerli,\N,\N,"editorial_department,sound_department,editor","tt8416532,tt0273007,tt0461725,tt11038232",9.286374,6.8980765
4924,nm12061453,Goknil Duygulu,\N,\N,writer,tt13453140,9.842106,6.1602387
4925,nm3053182,Brooke Cherry,\N,\N,actress,"tt3543140,tt15325498,tt1269568,tt1250728",5.4042997,3.5470452
4926,nm5441909,Scott Morrison,\N,\N,producer,tt2456992,9.699282,0.10655824
4927,nm14543280,Ian Doyle,\N,\N,,tt6168110,10.268923,0.59332883
4928,nm6422737,Colleen Berger,\N,\N,actress,tt3662962,5.777331,3.8287132
4929,nm4185301,Julian Fricke,\N,\N,actor,tt1572503,9.672514,3.2346766
4930,nm8661482,Harikrishnan Lohithadas,\N,\N,cinematographer,"tt17303454,tt6355292",9.885146,7.8508554
4931,nm6725192,Emily Langdon,\N,\N,,\N,4.091113,3.1290793
4932,nm6972112,Cole Kawana,\N,\N,"cinematographer,director,actor","tt4273408,tt6467404,tt6075992",9.220832,-0.092191875
4933,nm4196830,Dóra Vargyas,\N,\N,actress,tt0478578,6.911768,5.503395
4934,nm7438061,Kelsie Plumlee,\N,\N,make_up_department,tt4828354,6.6005087,2.8463607
4935,nm4640080,Dennis Ruh,\N,\N,"executive,producer","tt2024490,tt0284746",10.381737,2.9981349
4936,nm9515130,Rex Villa,\N,\N,,tt7798844,11.561289,3.9572523
4937,nm4985708,Barbara Lehner,\N,\N,"actress,miscellaneous","tt14536372,tt21875584,tt1153095,tt2182424",5.9576364,3.3486197
4938,nm11256731,Svyat Boyko,\N,\N,,tt11570330,8.497784,6.895618
4939,nm9433969,Skye Williams,\N,\N,miscellaneous,tt7653006,5.2320027,3.896258
4940,nm1734080,Bob Clifford,\N,\N,"camera_department,sound_department,miscellaneous","tt1575694,tt0432267,tt1545660,tt1369706",8.792007,0.36016947
4941,nm3970953,Meena Nathani,\N,\N,actress,"tt3792886,tt1397492,tt5873892,tt7769346",9.395595,6.3924484
4942,nm1133764,Daniel Picard,\N,\N,"actor,miscellaneous","tt0266543,tt1201133,tt3947868,tt12494574",11.065756,2.6231158
4943,nm3538380,Eddie Gibbs,\N,\N,actor,tt1468756,8.899683,0.5559197
4944,nm8704912,Fabio Bustos,\N,\N,assistant_director,tt1191078,10.667422,4.236043
4945,nm10053327,Pepe Mollinedo,\N,\N,actor,\N,10.324167,5.0342565
4946,nm1515547,Dustin Montie,\N,\N,actor,tt0395269,8.981948,0.31279746
4947,nm3698596,Hanns Eggerth,\N,\N,writer,tt0041136,7.7644854,7.661082
4948,nm1594955,Anne Gale,\N,\N,actress,"tt0145219,tt0129541",6.501866,3.839811
4949,nm11315498,Celia Osuagwu,\N,\N,actress,tt11704714,6.956645,4.9794106
4950,nm1231749,John Bukala,\N,\N,camera_department,tt0093415,9.845491,1.8584793
4951,nm9500454,Baxter Holmes,\N,\N,,"tt11198192,tt7150584",9.323296,0.57127523
4952,nm7988012,Malgorzata Knec-Ajdukiewicz,\N,\N,actress,"tt8896762,tt5527242",8.782167,5.108227
4953,nm12254617,Zane,\N,\N,director,tt13893036,8.754108,2.4947002
4954,nm13911152,Gajendra,\N,\N,actor,tt21482124,7.713445,5.4720564
4955,nm9807223,Alan Ormrod,\N,\N,stunts,"tt1365519,tt1972591,tt12361974,tt0974015",10.986796,1.4560534
4956,nm2947828,Poppy Diamantis,\N,\N,,\N,7.5936275,3.3875074
4957,nm3807249,Simon Vermeulen,\N,\N,"actor,writer,location_management","tt2011168,tt2773518,tt1602552",9.530317,4.422706
4958,nm10592583,Maria Hauf,\N,\N,,tt0862613,6.8311124,5.1838346
4959,nm5153901,Jose Joseph Dimbla,\N,\N,"cinematographer,camera_department","tt12735332,tt2261633",11.354708,4.0331287
4960,nm10868784,David Moreno,\N,\N,actor,\N,11.733293,3.6774127
4961,nm4601144,Olivia Dussène,\N,\N,actress,tt1919025,5.8226757,4.764802
4962,nm13929177,Alex,\N,\N,,\N,11.791755,2.0012155
4963,nm7827463,Mike Henderson,\N,\N,,tt1328346,8.6079855,0.78313094
4964,nm2661415,Shane Portman,\N,\N,"script_department,writer,miscellaneous","tt7999864,tt13574872,tt5817404,tt2948562",9.223964,1.6515192
4965,nm1259832,Jennifer Stone,1993,\N,"actress,producer,writer","tt0799922,tt8835200,tt1369845,tt0327137",4.731302,4.7717886
4966,nm9156746,Anna Saito,\N,\N,,\N,6.7195983,5.718473
4967,nm8972856,Saman Rahimi-Adl,\N,\N,actor,tt6857852,9.663991,7.0164876
4968,nm1678692,Chloé Combret,\N,\N,actor,tt0381270,3.9877486,4.1772594
4969,nm12030281,Sarah Carnes,\N,\N,,\N,5.019284,4.5441
4970,nm12812104,Vince Reid,\N,\N,,tt3605642,8.756499,1.3307554
4971,nm14106303,Aleksey Rodionov,\N,\N,"cinematographer,editor","tt27868183,tt24217762,tt22479920",8.991864,4.0954065
4972,nm14366187,Rilya Gallahar,\N,\N,actress,tt23726526,8.97251,7.0445495
4973,nm8856770,D. Strinclová,\N,\N,miscellaneous,"tt0091976,tt0171248",8.5708,5.0835857
4974,nm2790616,Tsania,\N,\N,actor,tt1112752,8.711147,6.004692
4975,nm3254158,Paul Farren,1960,\N,,"tt1649270,tt1661336,tt0065323,tt0407424",10.468406,1.5555413
4976,nm7938258,James R. Romansky Sr.,\N,\N,,"tt0094574,tt0103549,tt5462830",10.152532,1.7529558
4977,nm5129961,Mike Carruthers,\N,\N,actor,tt2236142,8.833264,1.0700195
4978,nm9538592,Ashanti Gibson,\N,\N,,\N,5.504371,4.026468
4979,nm6538028,Simón Rey Pérez,\N,\N,miscellaneous,tt3772030,11.852939,4.257958
4980,nm1551722,Terri-Lynne Sandberg,1956,\N,actress,"tt0114603,tt0318231",7.3986874,3.86891
4981,nm8585901,Clint Greagan,\N,\N,writer,tt6251256,8.721993,2.0447667
4982,nm6350727,Sa Sa,\N,\N,actor,tt3590626,9.303455,7.146662
4983,nm14761195,Ghatak,\N,\N,,tt27526508,9.617539,6.089535
4984,nm10884574,Min-Jun Kim,1965,\N,,tt10503026,6.119355,6.6738324
4985,nm5743154,Rafael Lugo,\N,\N,camera_department,tt2994048,11.524985,4.5062766
4986,nm3796747,Gyda Arber,\N,\N,"actress,director,writer","tt1685687,tt1825183,tt2365987,tt1534841",8.831265,5.8240123
4987,nm7402076,Jane Ford,\N,\N,casting_department,"tt6306592,tt3595870",5.4892254,2.7359533
4988,nm8665930,Cheryl Hopper,1949,2011,miscellaneous,tt0088616,5.568,3.2683609
4989,nm1367965,Zoran Scepanovic,\N,\N,production_manager,"tt0180939,tt0349048,tt0181124,tt0192377",8.860023,5.0692782
4990,nm6039632,Gabriel José Rivera,\N,\N,composer,"tt3285308,tt6798398",11.747464,4.7020245
4991,nm9983885,Joah Baston,\N,\N,actress,tt0374783,8.392126,5.046565
4992,nm0259555,Shawn Erler,\N,\N,actor,"tt0199214,tt0080904",9.753285,1.5098337
4993,nm14249787,Mathieu Barthez,\N,\N,camera_department,"tt26467559,tt23711426",9.655475,4.381496
4994,nm9726591,Jerry Anderson,\N,\N,actor,tt8193642,9.441663,0.7806545
4995,nm7597553,Robert Pavey,\N,\N,,\N,10.546845,1.6314709
4996,nm12441721,Marjan Fahimi,\N,\N,actress,tt14339008,9.698283,6.6384835
4997,nm12280337,Beth Campbell,\N,\N,,\N,5.7454395,3.5012403
4998,nm1625205,Martin Østergaard,\N,\N,writer,tt0412220,9.190661,3.0770054
4999,nm9663912,Claire Perreau,\N,\N,,tt6920132,6.18551,4.788828
5000,nm0363709,Robert Harnsberger,\N,\N,actor,"tt0115241,tt10359484,tt0108135,tt0111903",9.036973,2.6404748
5001,nm0272397,Christina Ferguson,\N,\N,producer,tt0105237,4.9340124,4.963473
5002,nm10297914,Tommy Tutone,\N,\N,"editor,visual_effects,editorial_department","tt13187416,tt14214584,tt5478272,tt9371856",8.772305,1.7131656
5003,nm13162348,Lara Carnelli,\N,\N,actor,tt16257160,11.256099,5.1009407
5004,nm3881334,Terrence White,\N,\N,art_department,tt1070886,10.3752775,2.3078096
5005,nm3432747,Lo-Kang Kwan,\N,\N,miscellaneous,tt0069870,7.129281,7.4426384
5006,nm2444086,Steven Plant,\N,\N,"special_effects,miscellaneous","tt0458525,tt0389722,tt0363771,tt1392190",9.690694,1.5817728
5007,nm6099598,Jing Xu,\N,\N,actress,"tt4474344,tt2937900,tt4955992",7.062945,7.8517704
5008,nm3999528,Mohamed Larbi,\N,\N,actor,tt0075143,10.594389,6.9402003
5009,nm5346515,Michael Wall,\N,\N,actor,tt2489790,9.326549,1.8950859
5010,nm2229816,Ron Filecia,\N,\N,,\N,8.448798,2.2623577
5011,nm13338270,Devon Doane,\N,\N,camera_department,tt17491652,9.682624,0.6387139
5012,nm2881830,Mark E. Davidson,\N,\N,"writer,producer,director","tt5772536,tt3458484,tt0811124,tt6241130",9.873673,1.2654363
5013,nm11507660,Yuto Okumura,\N,\N,art_department,tt6057416,8.501938,7.1426344
5014,nm14277562,Freya le Roux,\N,\N,"camera_department,miscellaneous","tt17406880,tt24805506,tt25010814",9.780915,5.1389585
5015,nm0137031,Rosalie Carey,\N,\N,actress,"tt0294014,tt1436278,tt0098911,tt0109333",5.571674,4.3265595
5016,nm0377634,Margaretha Henriksson,\N,\N,,tt0064563,8.613014,4.1791363
5017,nm3381263,Claire Destivelle,\N,\N,,"tt1401708,tt2076171",6.1812553,4.7361364
5018,nm11063030,Joyce van Boxtel,\N,\N,producer,tt0273891,5.4196825,2.6365442
5019,nm1979265,Annet van Battum,\N,\N,writer,"tt0268838,tt0470637",9.339551,4.612492
5020,nm5193948,Chrissie Vanessa,\N,\N,actress,"tt7013254,tt5799566,tt2316550",4.5289,4.234282
5021,nm5394918,Colin Mitchell,\N,\N,miscellaneous,tt0441826,8.096211,0.47828916
5022,nm9625961,Felicia Angeline,\N,\N,composer,tt7242840,6.529801,4.694639
5023,nm10807275,Johnny Newell,\N,\N,sound_department,tt10524894,8.530575,0.65525573
5024,nm1204206,Krishna Shetty,\N,\N,"miscellaneous,editorial_department,visual_effects","tt2112124,tt2556308,tt3848892,tt1839596",9.6270275,7.919796
5025,nm1902870,Lucian Matoushek,\N,\N,"camera_department,cinematographer,producer","tt1357213,tt1097017,tt1024967,tt1038011",9.14428,4.505705
5026,nm2090431,Fernando Fabre,\N,\N,"actor,miscellaneous","tt0203982,tt0276106,tt0111653,tt0084512",11.712746,4.7758784
5027,nm13206006,Joe Fisher,\N,\N,actor,tt2638390,8.222046,0.49354202
5028,nm10891307,John Holmes,\N,\N,miscellaneous,tt13178100,9.958454,0.40325356
5029,nm8569440,Guillermo Malo Fontanillo,\N,\N,"visual_effects,director,editorial_department","tt9892206,tt5791314,tt7313518",10.681638,4.448977
5030,nm11651431,Mat Basm,\N,\N,,\N,10.085003,6.8761544
5031,nm8376501,Buz Sisk,\N,\N,"actor,miscellaneous","tt0106834,tt0072598",9.103936,6.48147
5032,nm7582142,Justin To,\N,\N,producer,tt4733622,7.187896,1.2585973
5033,nm4736483,Herrold Arres,\N,\N,actor,tt1740719,8.974587,5.2688293
5034,nm6762094,Edward Oyler,\N,\N,miscellaneous,tt3970482,7.586066,0.6059254
5035,nm9421693,Ryan Sidu,\N,\N,special_effects,tt1823672,8.994562,1.6510184
5036,nm11249945,Lorcan Otway,\N,\N,"writer,producer",tt11555690,10.164229,4.9187827
5037,nm13385946,Vanessa Rainho Santos,\N,\N,"animation_department,director,writer","tt19707638,tt9322476",4.6054306,4.3460236
5038,nm3467704,Will Holliday,\N,\N,music_department,"tt1812523,tt1516110,tt1392247,tt1404830",8.999045,2.419036
5039,nm6000875,Brian Stubler,\N,\N,actor,tt3243888,10.75425,1.9158381
5040,nm12739224,Himanshu Kaushal,\N,\N,actor,tt15004832,9.315506,7.3135433
5041,nm5893666,Inga Monika,\N,\N,art_department,tt1727300,8.306246,6.384196
5042,nm1839764,Roger Francour,\N,\N,actor,tt0077244,10.86068,3.769053
5043,nm10632619,Sezen Yalcinkaya,\N,\N,editorial_department,"tt7668518,tt13317454,tt11961378,tt10075318",8.47798,7.2201395
5044,nm13762814,Akram Al-Rajwey,\N,\N,actor,"tt21058188,tt21439764,tt21217460",9.942611,7.3404903
5045,nm9203964,Evan Stanfield,\N,\N,miscellaneous,tt2022535,8.787448,1.0580186
5046,nm11567878,Mark Charles,\N,\N,,"tt7535902,tt22045230",11.124221,1.6548706
5047,nm8082994,Raffaele de Lucia,\N,\N,sound_department,tt5648156,9.945253,5.4039254
5048,nm0596048,David Mohr,1960,\N,"actor,editorial_department,sound_department","tt2370640,tt7335104,tt3566012,tt0496424",9.94052,1.6225964
5049,nm9872442,MacDonald Contracting,\N,\N,producer,tt7681372,8.52848,0.89275044
5050,nm13143815,Miki Uchiyama,\N,\N,animation_department,tt1264885,8.725138,7.807825
5051,nm0961487,José Odekerken,\N,\N,actress,"tt0088401,tt0082076,tt0083653",10.818773,3.2420971
5052,nm12718598,Ann-Cathrin Andersen,\N,\N,writer,tt14949784,6.801822,3.7878385
5053,nm4492066,Kayano Tomizawa,\N,\N,animation_department,"tt0390733,tt3204012,tt13288678,tt2507174",8.430199,6.8930798
5054,nm14125245,Annika Halverson,\N,\N,camera_department,tt22651682,7.7474446,5.8826313
5055,nm4272651,Manuel Martínez Barneto,\N,\N,composer,"tt26255224,tt1821503",11.746535,5.0809455
5056,nm11326002,Erica Martin,\N,\N,actress,tt0358809,5.5392694,4.286399
5057,nm3371396,Arvin Hiwatig,\N,\N,"writer,actor,miscellaneous","tt0407925,tt0408503,tt0379968,tt0380763",8.890473,5.1228614
5058,nm11329321,Jack Rumsey,\N,\N,,\N,7.0625796,0.6089274
5059,nm4545139,Richard Galvin,\N,\N,actor,tt1866674,10.168717,2.2669694
5060,nm12849274,Moritz Busch,\N,\N,"sound_department,music_department","tt27441222,tt14456288,tt15033228,tt18073328",9.925606,3.805278
5061,nm4675592,Yehya Kaddouri,\N,\N,,"tt1114745,tt4481120",9.396903,7.630279
5062,nm14841282,Veronica Chan,\N,\N,actor,tt27709958,5.110242,4.045205
5063,nm1368259,Arnaud Vincenti,\N,\N,"director,writer,miscellaneous","tt14579462,tt0364179,tt25786194",10.256273,3.6071146
5064,nm15104888,Yuki Fujiwara,\N,\N,miscellaneous,\N,8.523806,8.02819
5065,nm10841137,Ju-Heng Chang,\N,\N,"costume_department,costume_designer","tt10370952,tt13001006",6.9757457,7.6685214
5066,nm2462535,Anthony Colon,\N,\N,"actor,producer","tt0377256,tt2027066,tt0907122,tt0932512",11.063068,2.7473838
5067,nm14248383,Aviana Le Gallo,2010,\N,actress,tt1596342,10.231618,5.257051
5068,nm5319907,Diana Haugen,\N,\N,actor,tt2450142,5.686027,5.506213
5069,nm3972553,Mike McLaughlin,\N,\N,miscellaneous,"tt1981128,tt1843866,tt1194173,tt2179136",8.71682,0.87756765
5070,nm5354705,Andrew Wilkinson,\N,\N,actor,tt1119176,10.023326,0.75591016
5071,nm4028314,Hans Schmid,\N,\N,actor,tt1708365,9.361623,3.2687523
5072,nm13950534,Budzi Brene Bantar,\N,\N,assistant_director,tt17114910,9.576087,6.434585
5073,nm6774210,Joseph J. Stephen,\N,\N,editor,"tt1163413,tt1163460",9.096952,1.7102227
5074,nm0088573,Everett Blix,\N,\N,"casting_department,casting_director,producer","tt0282613,tt0250323,tt1247639,tt0486258",10.464843,3.0981426
5075,nm4539047,Deborah Gaiotto,\N,\N,actress,tt1949614,5.882169,4.0161767
5076,nm10804284,Fatih Mirili,\N,\N,actor,tt0845088,9.132791,6.687243
5077,nm8003672,Concha Samuy,\N,\N,actress,"tt1789094,tt1997300",9.106853,7.1191998
5078,nm9243701,Juan Campos,\N,\N,sound_department,tt5241966,12.087784,4.741932
5079,nm10033307,Mitiku Haylu,\N,\N,actor,tt6381456,8.762728,7.0306654
5080,nm3506098,Chris Nicholls,\N,\N,,"tt0481440,tt0770472",9.975431,0.41023052
5081,nm13353939,Alice Ribeiro,\N,\N,sound_department,tt17515352,4.4230165,3.3723245
5082,nm0597278,Peter Moltin,\N,\N,actor,"tt0115360,tt0907683,tt0118467",9.799644,-0.40608707
5083,nm6263820,Maryla Nowakowna,\N,\N,set_decorator,tt3509062,7.409628,5.849286
5084,nm13499017,Marie Lager,\N,\N,location_management,"tt14534796,tt22397870,tt4192812",6.4808173,4.512318
5085,nm2002514,Francesca Picchi,\N,\N,actress,tt0268282,5.0877204,2.3567505
5086,nm11248330,Sergey Shcherbakov,\N,\N,,\N,8.901223,4.197605
5087,nm13985024,Fabriozio Corday,\N,\N,camera_department,tt21916134,9.957885,5.205215
5088,nm0702689,David Kobulov,\N,\N,actor,"tt0077860,tt0275856,tt0274634,tt0271230",9.411849,3.4648404
