,nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles,completeName,UMAP Component 1,UMAP Component 2
4526,nm13449508,Tomotani,\N,\N,casting_department,tt17677348,Daniela Tomotani,-2.1111653,0.12880373
4527,nm13084721,Maro,\N,\N,actress,tt12164342,Michele Maro,1.9341317,1.7185401
4528,nm2682554,Kutsuna,\N,\N,animation_department,"tt1773185,tt1148261,tt1776196,tt1548563",Ken'ichi Kutsuna,-3.5852454,-0.22028795
4529,nm9657091,Major,\N,\N,assistant_director,"tt9537386,tt8821568,tt7998224",Bálint Major,-1.2137145,1.5126078
4530,nm12835389,Taylor,\N,\N,miscellaneous,tt7304026,Andrea Taylor,10.339286,11.90953
4531,nm3406904,Stotts,\N,\N,"production_manager,producer,miscellaneous","tt26444112,tt1260941,tt1512312,tt0318220",Heather Stotts,2.8708932,1.4913357
4532,nm2197156,María,\N,\N,"sound_department,director,cinematographer","tt0491843,tt1589457",José María Grueso,-8.144502,2.4595864
4533,nm10406325,Bhandula,\N,\N,"production_designer,miscellaneous","tt10438490,tt10183686,tt10308632,tt7336778",Leena Bhandula,-2.061045,-2.5378087
4534,nm2426436,Sturzenegger,\N,\N,"production_manager,camera_department,producer","tt9184986,tt0881903,tt14230458,tt0808491",Simon Sturzenegger,-2.4924073,-1.3017492
4535,nm13074108,Marie,\N,\N,,\N,J. Marie Hill,0.49539116,-4.087171
4536,nm4186151,Aguirre,\N,\N,"actor,production_designer","tt1753712,tt3198098",Miguel Aguirre,-1.3604155,2.376744
4537,nm7828074,McCallister,\N,\N,,\N,Brittany McCallister,2.6019719,-5.1286283
4538,nm11526339,Keller,\N,\N,make_up_department,tt12225564,Neila Keller,3.786437,-6.5832353
4539,nm14111549,Cortez,\N,\N,actress,"tt0281341,tt0282949",Elena Cortez,-4.2706814,-1.4328508
4540,nm8209241,Riveiro,\N,\N,visual_effects,tt3918794,Caamado Riveiro,-1.1508373,-1.8046558
4541,nm11871044,Carsana,\N,\N,"director,writer,editor",tt13031630,Andrea Carsana,-1.0446868,1.7266698
4542,nm13396546,Viemeister,\N,\N,actress,tt18235674,Anna Viemeister,-2.6962287,1.9963164
4543,nm4556398,Geurtsen,\N,\N,make_up_department,tt2006910,Stephanie Geurtsen,-5.098618,-0.97660583
4544,nm3679749,Zink,\N,\N,"director,writer,editor","tt15420670,tt7608380,tt2626722,tt1540099",Jason Zink,-4.6188703,0.86054075
4545,nm6743729,Estama,\N,\N,"actor,sound_department",tt3622752,John Estama,-1.4721767,1.039413
4546,nm0833059,Strachan,1970,2021,"composer,soundtrack,music_department","tt1225822,tt1010048,tt0276751,tt0211178",Matthew Strachan,2.877357,1.4996523
4547,nm9977787,Burnside,\N,\N,actor,tt7921106,Zach Burnside,-6.1099424,-2.1963549
4548,nm10342186,Asenzo,\N,\N,,\N,Sergio Asenzo,-3.0591133,2.5495532
4549,nm11293377,Foley,\N,\N,"actor,writer",tt11656268,Deitrick Foley,1.9918348,-4.73572
4550,nm6265345,Jakobsen,\N,\N,actor,tt3153706,Mikkel Jakobsen,-0.97148585,-2.9289145
4551,nm2022395,Pankagir,\N,\N,,tt0479184,Octavia Pankagir,-3.1734715,-1.9132917
4552,nm14513002,Frigerio,\N,\N,actor,tt26492233,Marco Frigerio,0.44636726,2.373792
4553,nm7321149,Phu,\N,\N,miscellaneous,tt4526944,Tony Phu,-1.850109,0.83950543
4554,nm10604940,Renaldo,\N,\N,animation_department,tt10126154,Jose Renaldo Lozada,-2.1063576,1.2964138
4555,nm10387299,Reiner,\N,\N,miscellaneous,tt9574384,Markus Reiner,-0.99856323,-1.657222
4556,nm5344495,Vamplin,\N,\N,actress,tt0206385,Sylvia Vamplin,-1.8391881,-0.85075486
4557,nm2500729,Scharpen,\N,\N,"editor,writer,producer","tt0933742,tt0972815,tt1846579,tt0965424",Gregory Scharpen,-1.7040355,-3.2994316
4558,nm11033279,Kanchi,\N,\N,director,tt11064464,S.S. Kanchi,-2.5151255,0.22545816
4559,nm3143620,Watson,\N,\N,cinematographer,tt1297339,Greg Watson,4.624506,-3.873182
4560,nm0447579,Kendall,\N,\N,actress,"tt0103524,tt0106681",Colleen Kendall,2.9276803,-4.4843597
4561,nm5523154,Greene,\N,\N,art_department,"tt2633076,tt4872162",Peter Greene,-14.060665,-3.4154782
4562,nm3390324,Sung,\N,\N,miscellaneous,"tt9531138,tt7827658",Didi Sung,1.6869619,-3.7993512
4563,nm7777622,Janjerdla,\N,\N,camera_department,tt0239020,Penprapa Janjerdla,-2.4936986,-0.8997083
4564,nm13830927,Böhner,\N,\N,music_department,\N,Sebastian Böhner,-2.6382508,-3.2234423
4565,nm10353478,D'Araciel,\N,\N,actor,tt9500078,Keresth D'Araciel,-2.1177995,0.94047904
4566,nm11632731,Bezdek,\N,\N,,tt12423202,Rostilav Bezdek,-3.764741,0.41114026
4567,nm6437408,Emirian,\N,\N,actor,"tt2711738,tt11469918,tt11703794,tt4216908",Julien Emirian,-2.4647362,-4.4004436
4568,nm9194642,Enix,\N,\N,actress,"tt7242734,tt27739368",Amelia Enix,-1.5032815,2.0599713
4569,nm2662359,Adame,\N,\N,"writer,editor",tt1038005,Christopher Adame,-0.6841941,0.38017926
4570,nm5402812,Asanuma,\N,\N,make_up_department,"tt2446606,tt1146350",Yuka Asanuma,-1.9391757,0.9178496
4571,nm0219120,R.,\N,\N,actor,tt0059729,Joseph R. Denini,-7.0995054,-8.751121
4572,nm0046443,Baez,\N,\N,actor,tt0124773,Jay Baez,-2.0296342,-1.0919411
4573,nm14998875,Albion,\N,\N,,\N,Wally Albion,2.6549067,-2.849417
4574,nm6118175,Ajaz,\N,\N,camera_department,tt3351324,Awais Ajaz,-2.632067,0.67964566
4575,nm2126216,Bravo,\N,\N,"actress,casting_department","tt0830361,tt0486551,tt0479537,tt0478134",Eleanor Bravo,-4.7272496,-2.9347177
4576,nm3550138,Wright,\N,\N,"writer,producer,executive","tt23836490,tt1592816",Brian Wright,4.3629856,-4.6493826
4577,nm2375703,Stimac,\N,\N,,\N,Erica Stimac,2.8957386,1.5121632
4578,nm0616487,Muñoz,\N,\N,actor,"tt0326890,tt0235583,tt0218660,tt0205750",Pedro Muñoz,-2.0939615,-8.23995
4579,nm3131238,Müller,\N,\N,actor,tt0059033,Bruno Müller,-4.0097113,-8.167894
4580,nm14880780,Tabbara,\N,\N,assistant_director,tt17039442,Luana Tabbara,-0.8970468,-0.072685346
4581,nm9415120,Ozaki,\N,\N,actor,tt7608376,Koko Ozaki,-3.175734,0.9762446
4582,nm5659011,Dumois,\N,\N,music_department,tt2879762,Jared Dumois,0.35909066,3.2169952
4583,nm9768917,Snell,\N,\N,miscellaneous,tt7322864,Jonathan Snell,-5.6518407,0.7283399
4584,nm10640887,Lee,1995,\N,actress,"tt11807270,tt6466932,tt23777028,tt19298784",Sofia Lee,-11.983678,-11.112853
4585,nm12488932,Scott,\N,\N,actress,tt11394158,Alyiah Scott,4.7079954,-9.137363
4586,nm9769010,Garcia,\N,\N,cinematographer,"tt14695762,tt8272330",Ace Garcia,16.925425,-3.6632004
4587,nm12569517,Bifolchi,\N,\N,"miscellaneous,actor","tt15141914,tt14641524",Adrian Bifolchi,-1.7195642,-0.023347856
4588,nm5073691,Emery,\N,\N,,\N,Matthew Emery,-3.98752,-8.140837
4589,nm13595745,Phellipe,\N,\N,actor,tt13528108,Pedro Phellipe,-1.8272039,-0.79705364
4590,nm4063091,Ma,\N,\N,,tt0257729,Earl Ma,-1.6935724,-0.608116
4591,nm3211103,Napolitan,\N,\N,producer,tt1320379,James Napolitan,-1.6717435,-0.08950773
4592,nm8444999,Roura,\N,\N,,tt1517109,Joan Roura,-3.5035372,0.32088277
4593,nm14073130,Thanos,\N,\N,composer,\N,Giorgos Thanos,-1.6957175,1.6246799
4594,nm8061405,Ricciarelli,\N,\N,actress,tt0074243,Anny Ricciarelli,-1.3331245,-0.42655015
4595,nm11076559,Lukasik,\N,\N,actress,"tt11241690,tt6425794",Wieslawa Lukasik,-0.7731557,-4.9631333
4596,nm5580314,,\N,\N,miscellaneous,tt2615824,Calata,2.0200796,20.076006
4597,nm8282818,Zaputowicz,\N,\N,actress,tt0439389,Sandra Zaputowicz,-2.5603988,-1.4619223
4598,nm7610258,Antonio,\N,\N,animation_department,tt1814809,Ivan Antonio,-1.5209527,-4.4612265
4599,nm4423875,Druchen,\N,\N,actor,"tt1899321,tt8282364",Bruno Druchen,0.71713036,0.42729402
4600,nm4708680,Blomqvist,\N,\N,"sound_department,actor","tt2306299,tt14321832,tt3400460,tt0116247",Ulf Blomqvist,-1.5232419,-2.4326267
4601,nm9702126,Wyrobek,\N,\N,transportation_department,"tt9373644,tt6229766",Krzysztof Wyrobek,1.8919008,0.81934774
4602,nm11410082,Johnson,\N,\N,"actor,miscellaneous","tt11349866,tt11612890",Brandon Johnson,-8.983894,-18.69837
4603,nm12344814,Nidblock,\N,\N,camera_department,tt12982260,Cameron Nidblock,-2.980822,0.9060582
4604,nm5643331,Wirth,\N,\N,miscellaneous,tt2767700,Kristin Wirth,1.9231787,0.79426837
4605,nm7451341,Hayden,\N,\N,,\N,Scott Hayden,4.5912523,-4.850269
4606,nm13581215,Jones,\N,\N,,tt0407424,Harris Jones,16.356228,-12.455888
4607,nm14495895,Brown,\N,\N,composer,tt26445163,Davis Brown,18.881685,4.108195
4608,nm6717021,Blow,\N,\N,"composer,soundtrack",tt3143232,The Blow,1.6456985,-0.5953875
4609,nm4600843,Alejandro,\N,\N,,\N,Israel Alejandro Reyes,-1.7015837,-7.54973
4610,nm0859807,Thompson,\N,\N,"miscellaneous,location_management,sound_department","tt0229752,tt0217686",Harry Thompson III,18.767038,-9.545693
4611,nm13917807,Parker,\N,\N,actress,tt11304504,Valerie Parker,6.4548845,-2.7668302
4612,nm11961839,Newman,\N,\N,actor,\N,Shawn Newman,3.4525945,-6.0349092
4613,nm6408873,Garrisi,\N,\N,art_department,tt3640408,Patricia Garrisi,-5.3621144,-0.43862662
4614,nm1247946,Ciupinska,\N,\N,make_up_department,tt0332716,Krystyna Ciupinska,-3.2386322,-0.43829176
4615,nm9061587,Canaku,\N,\N,animation_department,tt5372638,Valbona Canaku,-2.2644339,1.2844528
4616,nm10021042,Rao,\N,\N,director,tt8785018,Durgam Rao,-3.0991395,-4.1529965
4617,nm1695190,Tilly,1973,\N,"actor,writer,producer","tt2180571,tt0368504,tt6089718,tt21106134",Paul Tilly,1.0580379,0.031121012
4618,nm12220004,Marquis,\N,\N,,\N,Christopher Marquis,0.29356164,-2.3662887
4619,nm13390287,Olusola,\N,\N,"camera_department,miscellaneous","tt15150424,tt21308158",Victoria Olusola Adeniyi,-1.7788658,2.2485616
4620,nm10063605,Dahlgren,\N,\N,,tt6574948,Stefan Dahlgren,-1.5413646,-2.335563
4621,nm11260459,Race,\N,\N,,tt11348378,Pat Race,-14.458561,-3.3973665
4622,nm7793771,Jamison,\N,\N,actress,tt3342852,Haziel Jamison,-1.1139865,-0.26594546
4623,nm11572244,L'Yle,\N,\N,actress,tt0489575,Brigitte L'Yle,-0.52755994,3.5972705
4624,nm4028080,Bhattacharyya,\N,\N,"director,writer,editor","tt7256834,tt7257858,tt7258156,tt1708376",Ranadeep Bhattacharyya,-2.0700417,-2.55204
4625,nm7724267,Saini,\N,\N,make_up_department,tt5175604,Raju Saini,-2.6270673,0.60977685
4626,nm0107426,Brennand,1927,2019,costume_designer,"tt0324020,tt0139945,tt0285466",Francisco Brennand,0.828251,-5.0641327
4627,nm10157158,l,\N,\N,sound_department,"tt10880084,tt8186318",Chelsea l Brown,-0.028527949,6.0651326
4628,nm4231433,L.,\N,\N,"producer,director,writer","tt13972660,tt12128734,tt2353722,tt8070894",Jeremy L. Christensen,0.013423126,6.1614738
4629,nm11094851,Rain,\N,\N,actor,tt10078450,Eric Rain,2.0541043,-1.1003455
4630,nm4275931,Enoma,\N,\N,actor,tt0399102,Francis Enoma Osa,-1.7723782,1.8857358
4631,nm1713215,Bitsch,\N,\N,producer,"tt0453383,tt0374308",Hans Bitsch,0.053518835,-1.2320272
4632,nm3040169,MacPherson-Munro,\N,\N,"actress,costume_department","tt1789738,tt0950753,tt1091190,tt0991174",Alexandra MacPherson-Munro,-5.8919754,0.67543167
4633,nm7388372,,\N,\N,"editor,script_department","tt12765384,tt4769484",Tensin,1.8349828,19.920527
4634,nm3564322,Abrahams,\N,\N,"animation_department,art_department","tt1488181,tt1487931",Remi Abrahams,-2.4706542,-4.4167438
4635,nm8339424,Trandahl,\N,\N,producer,tt5938902,Edward Trandahl,-3.764024,2.2222168
4636,nm10422488,Gray,\N,\N,,tt9327540,Franklin Gray,-14.438658,-3.392211
4637,nm1965531,Moreira,\N,\N,cinematographer,"tt0467666,tt1606210",Elena Moreira,-2.738015,1.8549556
4638,nm11958502,Jones,\N,\N,,\N,Shane Jones,16.365318,-12.464947
4639,nm1693775,Haag,\N,\N,actor,tt0414590,John Haag,1.2563579,1.293281
4640,nm9866585,Panas,\N,\N,actor,"tt16294598,tt8174330,tt8657824,tt8738964",Kamil Panas,-3.1472826,-1.9061601
4641,nm0268507,Farrow,1929,2017,actor,"tt0057742,tt0072574,tt0104691,tt0055710",David Farrow,1.1411474,2.7490067
4642,nm5492428,Luigi,\N,\N,"actor,visual_effects,editor","tt5192120,tt2656418",Steven Luigi Gonzalez,-2.1897345,-0.97289443
4643,nm12704773,Shamshurin,\N,\N,actor,\N,Timur Shamshurin,-1.7803354,0.33381644
4644,nm1922787,Bovill,1961,\N,"actor,miscellaneous,writer","tt6266538,tt12887536,tt10244600,tt3032476",Kirk Bovill,-2.6291094,-2.720003
4645,nm5709999,Hills,\N,\N,,tt2958390,Jonathan Hills,2.3853583,-1.9729531
4646,nm8757393,Al-Ziab,\N,\N,"writer,producer","tt6499012,tt7677720",Dina Al-Ziab,-3.9687746,2.0378551
4647,nm0080584,Bianchi,\N,\N,actress,"tt0038226,tt0043331,tt0036482,tt0047905",Anna Bianchi,-2.053603,0.1523188
4648,nm4550006,Daugherty,\N,\N,art_department,tt2560780,Dustin Daugherty,-0.11962795,0.48303035
4649,nm10855387,Kyoo,2001,\N,actor,tt10676952,Benjamin Kyoo Dysager,-5.168423,-3.139892
4650,nm3460639,Loyrette,\N,\N,,"tt0195447,tt2185571,tt0310937,tt26346697",Henri Loyrette,-4.282211,-2.5700693
4651,nm13643937,Marsollier,\N,\N,visual_effects,"tt18079004,tt9362722,tt9848626,tt8637498",Quentin Marsollier,2.201813,1.2365273
4652,nm12855801,Errico,\N,\N,"actor,miscellaneous","tt26736888,tt15097280",Alessio Errico,-1.0090221,1.230993
4653,nm14696878,Ledesma,\N,\N,"art_department,set_decorator",tt24128644,Diego Ledesma,0.44837627,1.0973142
4654,nm9690657,Musa,\N,\N,actress,"tt15847872,tt15768316,tt17964050,tt21847478",Deihlar Musa,-2.4986205,-4.4007535
4655,nm13991246,Zekeriya,\N,\N,make_up_department,tt16591574,Aydil Zekeriya Ehmed,-2.9355848,0.44298437
4656,nm2384335,Aylett,\N,\N,"camera_department,cinematographer,director","tt3136252,tt1035501,tt2539368,tt2263640",Josh Aylett,-3.0356293,1.6927443
4657,nm1664457,Kong,\N,\N,"script_department,writer,miscellaneous","tt0083828,tt0072679,tt0470440,tt0108618",Sai Kong,-5.069203,2.9037793
4658,nm12024106,D,\N,\N,make_up_department,tt11456054,Vanecia D Matthews,-7.6660056,-9.8589325
4659,nm8491257,Van,\N,\N,sound_department,"tt6641982,tt6078496,tt8339134",Damien Van Den Bulte,-13.565034,5.4098463
4660,nm1740924,Coleman,\N,\N,actor,"tt0428589,tt1927826",William Coleman,2.8317845,-10.05688
4661,nm11505774,Oliver,\N,\N,actor,tt1034090,Stephanie Oliver,0.96778566,-4.8744564
4662,nm1172171,Gore,\N,\N,"writer,miscellaneous,producer","tt0386176,tt0313717,tt2244077,tt0149460",Evan Gore,0.4480978,-8.260878
4663,nm5316601,Feliz,\N,\N,"producer,miscellaneous,production_manager","tt5614236,tt3130336,tt27414438,tt12362660",Denny Feliz,-0.18641107,1.714984
4664,nm0558693,Mathews,\N,\N,actor,"tt0073119,tt0176813",Peter Mathews,-5.552713,11.419561
4665,nm13179746,Carniello,\N,\N,"director,actor","tt16750024,tt15388610",Noah Carniello,-1.033864,1.7324793
4666,nm9324128,Clendenning,\N,\N,art_department,"tt6692776,tt10060094,tt11584538,tt6049106",Cj Clendenning,0.9482017,1.8273889
4667,nm10341617,Anais,\N,\N,visual_effects,"tt8075496,tt2948372",Nancy Anais Dinh,-1.7369369,0.9634614
4668,nm13527356,Alexandrov,\N,\N,,tt19179054,Oleg Alexandrov,-2.4135547,-0.50754005
4669,nm6683040,Rinnevuori,\N,\N,"actor,stunts","tt3106208,tt9253108",Mikko Rinnevuori,-1.1758338,-1.7631503
4670,nm9030762,Günther,\N,\N,,tt6954334,Herbert Günther,0.4235548,-4.8497467
4671,nm10761942,Adams,\N,\N,actress,tt8647010,Lexo Adams,3.2645254,-8.763746
4672,nm4885222,Schulbaur,\N,\N,art_director,tt0332228,Hans Schulbaur,-1.6695008,-3.2462208
4673,nm13956152,,\N,\N,,\N,Anthony,2.0548694,20.12969
4674,nm11651306,Gabat,\N,\N,actress,tt11428232,Eya Gabat,-5.3339386,-0.4422847
4675,nm2124036,Breen,\N,\N,actor,tt0088198,Len Breen,0.6254855,-1.6231235
4676,nm4127458,Ashkin,\N,\N,,\N,Frank Ashkin,-1.7160109,-0.27598324
4677,nm8341269,Kloppers,\N,\N,"costume_designer,make_up_department",tt5941224,Andrea Kloppers,-3.6946292,-0.5733494
4678,nm14654614,Black,\N,\N,actress,tt27142058,Erika Black,-14.453109,-3.3925896
4679,nm8459520,Nivelo,\N,\N,make_up_department,tt5203986,Joselyn Nivelo,-3.0065708,0.88640827
4680,nm5233647,Gregory,\N,\N,miscellaneous,"tt1586265,tt1392170",Sean Gregory Bartemes,2.7655632,-6.390939
4681,nm2191213,Berkovich,\N,\N,editor,tt0774100,Itay Berkovich,-3.0208917,-1.1828817
4682,nm1457468,W.,\N,\N,camera_department,tt0325519,Michael W. Toft,2.0765119,0.9270169
4683,nm13759938,Willis,\N,\N,actor,tt21052676,Christopher Willis,0.08192182,-4.0106015
4684,nm11876348,Johnson,\N,\N,,tt9270380,Makii Johnson,-8.98041,-18.701853
4685,nm1253313,Sprouse,\N,\N,miscellaneous,tt0164212,Jessica Sprouse,-3.6579523,-2.0381944
4686,nm2055003,X,\N,\N,camera_department,tt0123533,Suzanne X,-5.0571365,-2.9860272
4687,nm0403739,Hurtado,\N,\N,actress,"tt0118231,tt1311156,tt0115381,tt0231042",Marta Hurtado,-1.4081485,-0.93705314
4688,nm5114259,Cavalheiro,\N,\N,"special_effects,make_up_department",tt2218744,Pedro Cavalheiro,-1.6266466,1.1385356
4689,nm11736946,Musacchio,\N,\N,writer,tt12708790,Aldo Musacchio,-1.8160473,-0.08134732
4690,nm7890942,Kyung,\N,\N,,\N,Yeun Kyung Lee,-3.6130686,-0.023591464
4691,nm2442497,Luo,\N,\N,actor,tt0448131,Xiu-feng Luo,0.33574152,1.1205993
4692,nm6690379,McIntyre,\N,\N,,\N,Doug McIntyre,3.4298651,-6.0037184
4693,nm2334781,Sunday,\N,\N,"visual_effects,animation_department,sound_department","tt2422012,tt0810818",Michael Sunday,2.1165445,-0.29301423
4694,nm8728094,Kostadinova,\N,\N,actor,tt6454510,Velislava Kostadinova,-3.1889088,-0.54786533
4695,nm8748974,Essfeld,\N,\N,"miscellaneous,producer","tt12606560,tt1037281,tt0399977",Stefanie Essfeld,-1.0322733,3.2622576
4696,nm0675383,Perryment,1960,\N,"actress,talent_agent,casting_director","tt0297621,tt0088928,tt0099613,tt0096583",Mandy Perryment,-8.432669,-2.8051224
4697,nm8844884,Elkayam,\N,\N,actress,"tt3824038,tt5472644",Shay Elkayam,-2.2380345,0.9555203
4698,nm6060289,Spieler,\N,\N,,\N,Henry Spieler,-3.5872872,-2.0548942
4699,nm12742793,McPhail,\N,\N,actress,tt2912216,Britney McPhail,-6.3441277,0.6380136
4700,nm10923229,Knoll,\N,\N,miscellaneous,tt2964324,Christian Knoll,-3.7095492,-0.6716932
4701,nm14568447,Wade,\N,\N,,tt6168110,Eddie Wade,6.455463,-2.7644272
4702,nm6430617,Lee,\N,\N,"animation_department,art_department","tt13130542,tt2782762,tt6357136,tt3670112",Leanne Lee,-11.982953,-11.112214
4703,nm1789239,Malynn,\N,\N,"miscellaneous,actress,assistant_director","tt0179307,tt0177394,tt1549764,tt0130184",Debbie Malynn,-1.1900356,-0.87959635
4704,nm12558025,Lara,\N,\N,"actor,composer",tt14616742,Alex Lara,3.0741313,-2.275499
4705,nm0306082,García,\N,\N,miscellaneous,"tt0210422,tt0271278,tt0233049",Enrique García,16.91898,-3.6569219
4706,nm8477717,Mimnaugh,\N,\N,actress,tt5708420,Jamie Mimnaugh,-6.4811554,0.59099144
4707,nm1525569,Yanch,\N,\N,"producer,miscellaneous","tt1281897,tt0393001,tt0393497",Diane Yanch,-4.9110656,2.4884603
4708,nm5021699,Scriven,\N,\N,actress,tt2378069,LeMonica Scriven,-1.7144496,-3.3131595
4709,nm9966497,Iriarte,\N,\N,,tt8654142,Santiago Iriarte,-2.98866,1.8183069
4710,nm0042836,Ahmetasevic,1956,\N,actress,"tt0304855,tt1152283,tt0078832,tt14275998",Suada Ahmetasevic,1.021191,1.0879481
4711,nm4294197,Sekioka,\N,\N,,tt1533074,Hideyuki Sekioka,-2.8892155,0.5809366
4712,nm13981734,,\N,\N,actor,tt21907488,Gmanluigi,1.9841107,20.040213
4713,nm2914477,Kaarenoja,\N,\N,"miscellaneous,sound_department","tt0154090,tt0898241",Janne Kaarenoja,-3.464417,-0.08760924
4714,nm14880096,Ballinger,\N,\N,,tt6168110,Ann Ballinger,5.230963,-2.065134
4715,nm2994613,Kyu,\N,\N,animation_department,tt0917551,Yeon Kyu Gae,-3.532948,-0.056278776
4716,nm11429346,Thorn,\N,\N,,"tt1461349,tt11834006,tt2079265,tt11833936",Mandy Thorn,1.7726713,-1.9593877
4717,nm4300142,Trlin,\N,\N,producer,tt1833220,Julie Trlin,-0.81353915,2.457101
4718,nm3503115,de,\N,\N,actress,"tt0096597,tt0179034",Karlijn de Weerd,1.354324,10.925673
4719,nm3235556,Angeline,\N,\N,producer,tt1339145,Ying Angeline Ding,1.5596625,-0.97013324
4720,nm4594324,Smith,\N,\N,actor,tt1330208,Karl Smith,3.6162677,-12.492464
4721,nm3537630,Pearne,\N,\N,music_department,"tt1384598,tt0850662,tt1595641",Tim Pearne,-0.5242621,0.30916816
4722,nm3637819,Down,\N,\N,"actor,camera_department","tt1524087,tt1964437",Jonathan Down,1.1243103,0.07968133
4723,nm13561586,Faraut,\N,\N,"cinematographer,producer",tt19414496,Billy Faraut,1.1452605,2.7602239
4724,nm12430525,Vikers,\N,\N,actor,tt4200732,Nicky Vikers,-2.6673799,2.605591
4725,nm12571921,Hutson-Jones,\N,\N,actress,tt14078108,Freya Hutson-Jones,16.339308,-12.438914
4726,nm9852815,Qualls,\N,\N,actor,tt8443604,Alex Qualls,-3.5999808,1.8603275
4727,nm8491015,Fernando,\N,\N,actress,"tt15083868,tt19382292,tt15262692,tt15204442",Boniface Fernando,-3.576621,-9.9778185
4728,nm5581972,Wendel,\N,\N,actress,tt2782272,Dani Wendel,1.5455874,1.9288406
4729,nm13245520,Hecher,\N,\N,,tt16618202,Clara Hecher,-1.7105198,-1.4771092
4730,nm6787209,Camaret,\N,\N,miscellaneous,"tt5780312,tt3319032",Clément Camaret,-0.86076677,1.1040937
4731,nm5296772,Overly,\N,\N,actress,tt2298224,Karlie Overly,1.0110823,0.02399026
4732,nm10970888,Nair,\N,\N,visual_effects,"tt6868278,tt2395469,tt5956100,tt5970844",Sreyas Nair,-0.35186172,1.322408
4733,nm9115977,Dodson,\N,\N,"editorial_department,editor","tt2193021,tt7335184,tt11192306,tt13075042",Leigh Dodson,-0.008416679,-1.777197
4734,nm10363979,Ho,\N,\N,miscellaneous,"tt9655882,tt9630194,tt8589722",Jeanie Ho,0.52059513,-0.31214863
4735,nm1581742,Anne,\N,\N,"writer,producer","tt1229946,tt0465836,tt0318224,tt1786698",Jo Anne Van Tilburg,0.27452222,-4.2887383
4736,nm7631399,Levand,\N,\N,actress,"tt6264232,tt3686032",Kadri Levand,-0.49401388,0.17254397
4737,nm3669779,P,\N,\N,"composer,soundtrack,music_department","tt4916630,tt2378507,tt2370248,tt9376612",Joel P West,7.839776,1.6926563
4738,nm8576703,Roca,\N,\N,"camera_department,cinematographer,miscellaneous","tt5991948,tt7117634,tt4110388,tt8237888",Sandra Roca,-1.5499924,3.5027773
4739,nm1437315,H.,\N,\N,camera_department,tt0353849,David H. Rosenburg,-5.3412476,1.9752791
4740,nm3460153,Ruiz,\N,\N,"producer,actress","tt12539872,tt15772306,tt27440989,tt27497124",Cookie Ruiz,-2.7246122,-7.6439323
4741,nm12110387,Manfredi,\N,\N,,\N,Emma Manfredi,-1.5781325,0.3559639
4742,nm12072698,,\N,\N,composer,"tt13478490,tt13612742",Yanidesh,2.2079942,20.299063
4743,nm11708136,Chanikar,\N,\N,"editor,miscellaneous",tt12635428,Sumeet Chanikar,-4.503813,2.7066135
4744,nm6013509,Colletti,\N,\N,camera_department,tt0500121,Michael Colletti,0.29608902,-1.7397344
4745,nm10196989,Asigli,\N,\N,actor,"tt3386254,tt6920310",Fatih Asigli,-3.2096496,2.6891198
4746,nm11522827,Bennett,\N,\N,camera_department,\N,Stephen Bennett,3.4389646,-4.2399616
4747,nm11210971,Sharma,\N,\N,,\N,Vardayini Sharma,-4.1042585,-5.2784524
4748,nm7046234,Connolly,\N,\N,actor,"tt4360750,tt4431210",Joe Connolly,0.6374146,-5.376936
4749,nm8868915,Jones,\N,\N,actress,tt6155144,Gabby Jones,16.363276,-12.46277
4750,nm3077750,Hudson,\N,\N,actor,tt1264079,Jim Hudson,1.7398155,-2.9639
4751,nm11111326,Chebbi,\N,\N,cinematographer,tt11241498,Foued Chebbi,-1.038333,0.65051806
4752,nm6861060,McCann,\N,\N,actor,tt3317728,Timothy McCann,1.7730131,-5.3264475
4753,nm2672029,Browning,\N,\N,actor,"tt1557624,tt1043513,tt1201151,tt1155717",Ken Browning,2.3950458,-5.0367713
4754,nm9850900,Davidson,\N,\N,,tt0081857,Amy Davidson,6.197084,-2.9433415
4755,nm6690015,Lloyd-Green,\N,\N,cinematographer,"tt3958674,tt4251004,tt3923332",Lee Lloyd-Green,-14.067892,-3.4182434
4756,nm5377744,Marie,\N,\N,actress,tt3190264,Elizabeth Marie Sebastyn,0.51070476,-4.064433
4757,nm7502210,Wright,\N,\N,,tt4920340,Nick Wright,4.359225,-4.647451
4758,nm5420312,Albert,\N,\N,actor,"tt1699517,tt1167345,tt11524750,tt0498321",Prince Albert Matthews,4.7697244,-6.1887383
4759,nm8723851,Dias,\N,\N,,\N,Leonor Dias,-0.81928015,0.2330918
4760,nm0536872,Maher,\N,\N,actor,tt0088258,Patrick Maher,-1.605083,-0.644277
4761,nm11990854,,\N,\N,actor,tt5973002,Vincent,2.1157763,20.200296
4762,nm12287417,Molinari,\N,\N,producer,tt13972900,Maurizio Molinari,-1.9459566,-8.148259
4763,nm9354656,Savvis,\N,\N,"actress,miscellaneous","tt1657895,tt1478351",Vivian Savvis,-3.3590994,0.38260853
4764,nm3205480,C.,\N,\N,"miscellaneous,assistant_director","tt1135487,tt1385826,tt0365907,tt0944835",Brendan C. Lynch,-5.6566133,-12.039173
4765,nm11287066,Davis,\N,\N,"director,actor,editor","tt22199190,tt11641460",Earnest Davis,8.7873,-14.844768
